DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2012-01-23,64.16,557
2012-01-24,64.3,559
2012-01-25,64.34,559
2012-01-26,64.48,560
2012-01-27,65.8,572
2012-01-28,66.24,575
2012-01-29,66.54,578
2012-01-30,66.81,580
2012-01-31,66.94,582
2012-02-01,67.1,583
2012-02-02,67.14,583
2012-02-03,67.32,585
2012-02-04,67.22,584
2012-02-05,67.53,587
2012-02-06,68.23,593
2012-02-07,69.38,603
2012-02-08,72.75,632
2012-02-09,74.53,647
2012-02-10,75.44,655
2012-02-11,75.76,658
2012-02-12,76.14,661
2012-02-13,76.89,668
2012-02-14,78.64,683
2012-02-15,80.9,703
2012-02-16,82.34,715
2012-02-17,83.3,724
2012-02-18,83.49,725
2012-02-19,84,730
2012-02-20,84.39,733
2012-02-21,84.77,736
2012-02-22,85.07,739
2012-02-23,85.43,742
2012-02-24,85.78,745
2012-02-25,85.98,747
2012-02-26,86.29,750
2012-02-27,86.54,752
2012-02-28,87.94,764
2012-02-29,88.46,768
2012-03-01,88.89,772
2012-03-02,88.99,773
2012-03-03,89.19,775
2012-03-04,89.85,780
2012-03-05,90.05,782
2012-03-06,90.22,784
2012-03-07,90.52,786
2012-03-08,90.57,787
2012-03-09,90.73,788
2012-03-10,90.77,788
2012-03-11,90.86,789
2012-03-12,90.99,790
2012-03-13,92.15,800
2012-03-14,92.6,804
2012-03-15,92.83,806
2012-03-16,93.1,809
2012-03-17,93.11,809
2012-03-18,93.06,808
2012-03-19,92.94,807
2012-03-20,92.9,807
2012-03-21,92.89,807
2012-03-22,92.84,807
2012-03-23,92.73,806
2012-03-24,92.69,805
2012-03-25,92.62,805
2012-03-26,92.51,804
2012-03-27,92.46,803
2012-03-28,92.41,803
2012-03-29,92.27,802
2012-03-30,92.14,800
2012-03-31,92.2,801
2012-04-01,92.1,800
2012-04-02,92.34,802
2012-04-03,92.48,803
2012-04-04,92.49,803
2012-04-05,92.54,804
2012-04-06,92.59,804
2012-04-07,92.55,804
2012-04-08,92.44,803
2012-04-09,92.63,805
2012-04-10,93.16,809
2012-04-11,93.33,811
2012-04-12,93.52,812
2012-04-13,93.69,814
2012-04-14,93.63,813
2012-04-15,94.86,824
2012-04-16,95.28,828
2012-04-17,95.34,828
2012-04-18,95.32,828
2012-04-19,95.34,828
2012-04-20,95.35,828
2012-04-21,95.69,831
2012-04-22,95.52,830
2012-04-23,95.46,829
2012-04-24,95.36,828
2012-04-25,95.27,828
2012-04-26,95.16,827
2012-04-27,95.01,825
2012-04-28,94.96,825
2012-04-29,94.81,824
2012-04-30,94.63,822
2012-05-01,94.51,821
2012-05-02,94.37,820
2012-05-03,94.21,818
2012-05-04,94.08,817
2012-05-05,93.92,816
2012-05-06,93.86,815
2012-05-07,93.66,814
2012-05-08,93.48,812
2012-05-09,93.34,811
2012-05-10,93.11,809
2012-05-11,92.95,807
2012-05-12,92.7,805
2012-05-13,92.59,804
2012-05-14,92.35,802
2012-05-15,92.12,800
2012-05-16,92.01,799
2012-05-17,91.9,798
2012-05-18,91.67,796
2012-05-19,91.79,797
2012-05-20,91.63,796
2012-05-21,91.71,797
2012-05-22,91.5,795
2012-05-23,91.34,793
2012-05-24,91.14,792
2012-05-25,90.99,790
2012-05-26,90.96,790
2012-05-27,90.86,789
2012-05-28,90.71,788
2012-05-29,90.57,787
2012-05-30,90.38,785
2012-05-31,90.22,784
2012-06-01,90,782
2012-06-02,89.76,780
2012-06-03,89.56,778
2012-06-04,89.34,776
2012-06-05,89.01,773
2012-06-06,88.75,771
2012-06-07,88.51,769
2012-06-08,88.18,766
2012-06-09,87.95,764
2012-06-10,87.6,761
2012-06-11,87.29,758
2012-06-12,86.95,755
2012-06-13,86.68,753
2012-06-14,86.47,751
2012-06-15,86.1,748
2012-06-16,85.73,745
2012-06-17,85.34,741
2012-06-18,85.08,739
2012-06-19,84.77,736
2012-06-20,84.45,734
2012-06-21,84.11,731
2012-06-22,83.66,727
2012-06-23,83.3,724
2012-06-24,82.98,721
2012-06-25,82.63,718
2012-06-26,82.31,715
2012-06-27,81.95,712
2012-06-28,81.67,709
2012-06-29,81.26,706
2012-06-30,80.96,703
2012-07-01,80.54,700
2012-07-02,80.16,696
2012-07-03,79.78,693
2012-07-04,79.44,690
2012-07-05,79.09,687
2012-07-06,78.81,685
2012-07-07,78.44,681
2012-07-08,78.2,679
2012-07-09,77.8,676
2012-07-10,77.48,673
2012-07-11,77.16,670
2012-07-12,76.81,667
2012-07-13,76.49,664
2012-07-14,76.14,661
2012-07-15,75.79,658
2012-07-16,75.42,655
2012-07-17,75.05,652
2012-07-18,74.78,650
2012-07-19,74.32,646
2012-07-20,73.91,642
2012-07-21,73.57,639
2012-07-22,73.25,636
2012-07-23,72.88,633
2012-07-24,72.56,630
2012-07-25,72.17,627
2012-07-26,71.83,624
2012-07-27,71.56,622
2012-07-28,71.22,619
2012-07-29,70.88,616
2012-07-30,70.51,613
2012-07-31,70.2,610
2012-08-01,69.86,607
2012-08-02,69.61,605
2012-08-03,69.16,601
2012-08-04,68.8,598
2012-08-05,68.5,595
2012-08-06,68.19,592
2012-08-07,67.83,589
2012-08-08,67.52,587
2012-08-09,67.18,584
2012-08-10,66.77,580
2012-08-11,66.37,577
2012-08-12,66.01,573
2012-08-13,66.03,574
2012-08-14,65.77,571
2012-08-15,65.46,569
2012-08-16,65.13,566
2012-08-17,64.82,563
2012-08-18,64.43,560
2012-08-19,64.13,557
2012-08-20,63.85,555
2012-08-21,63.59,552
2012-08-22,63.3,550
2012-08-23,62.96,547
2012-08-24,62.69,545
2012-08-25,62.37,542
2012-08-26,62.06,539
2012-08-27,61.72,536
2012-08-28,61.63,535
2012-08-29,61.38,533
2012-08-30,61.1,531
2012-08-31,60.77,528
2012-09-01,60.53,526
2012-09-02,60.26,523
2012-09-03,59.93,521
2012-09-04,59.64,518
2012-09-05,59.36,516
2012-09-06,59.07,513
2012-09-07,58.83,511
2012-09-08,58.5,508
2012-09-09,57.96,503
2012-09-10,57.86,503
2012-09-11,57.51,500
2012-09-12,57.21,497
2012-09-13,56.9,494
2012-09-14,56.63,492
2012-09-15,56.33,489
2012-09-16,56.1,487
2012-09-17,55.87,485
2012-09-18,55.52,482
2012-09-19,55.43,482
2012-09-20,55.19,479
2012-09-21,54.93,477
2012-09-22,54.72,475
2012-09-23,54.49,473
2012-09-24,54.14,470
2012-09-25,53.87,468
2012-09-26,53.52,465
2012-09-27,53.29,463
2012-09-28,53.02,461
2012-09-29,52.71,458
2012-09-30,52.39,455
2012-10-01,52.1,453
2012-10-02,51.82,450
2012-10-03,51.55,448
2012-10-04,51.25,445
2012-10-05,50.95,443
2012-10-06,50.73,441
2012-10-07,50.44,438
2012-10-08,50.08,435
2012-10-09,49.84,433
2012-10-10,49.56,430
2012-10-11,49.28,428
2012-10-12,48.98,425
2012-10-13,48.69,423
2012-10-14,48.39,420
2012-10-15,48.15,418
2012-10-16,47.8,415
2012-10-17,47.52,413
2012-10-18,47.31,411
2012-10-19,46.97,408
2012-10-20,46.66,405
2012-10-21,46.52,404
2012-10-22,46.53,404
2012-10-23,46.37,403
2012-10-24,48.54,422
2012-10-25,49.52,430
2012-10-26,49.5,430
2012-10-27,49.46,430
2012-10-28,49.16,427
2012-10-29,48.86,424
2012-10-30,48.94,425
2012-10-31,49.15,427
2012-11-01,49.04,426
2012-11-02,48.82,424
2012-11-03,48.48,421
2012-11-04,48.54,422
2012-11-05,48.28,419
2012-11-06,47.99,417
2012-11-07,47.97,417
2012-11-08,48.03,417
2012-11-09,47.96,417
2012-11-10,47.83,416
2012-11-11,47.85,416
2012-11-12,47.81,415
2012-11-13,47.67,414
2012-11-14,47.5,413
2012-11-15,47.29,411
2012-11-16,47.12,409
2012-11-17,47.1,409
2012-11-18,46.84,407
2012-11-19,46.67,405
2012-11-20,46.43,403
2012-11-21,46.28,402
2012-11-22,46.15,401
2012-11-23,46.08,400
2012-11-24,46.03,400
2012-11-25,45.88,399
2012-11-26,45.88,399
2012-11-27,45.66,397
2012-11-28,45.54,396
2012-11-29,45.45,395
2012-11-30,45.2,393
2012-12-01,45.41,394
2012-12-02,48.41,420
2012-12-03,49.58,431
2012-12-04,50.88,442
2012-12-05,51.51,447
2012-12-06,52.04,452
2012-12-07,52.8,459
2012-12-08,53.89,468
2012-12-09,54.19,471
2012-12-10,54.61,474
2012-12-11,55.64,483
2012-12-12,56.32,489
2012-12-13,56.41,490
2012-12-14,56.59,492
2012-12-15,56.61,492
2012-12-16,56.67,492
2012-12-17,56.86,494
2012-12-18,57.42,499
2012-12-19,58.78,511
2012-12-20,59.27,515
2012-12-21,59.55,517
2012-12-22,60.11,522
2012-12-23,60.3,524
2012-12-24,61.14,531
2012-12-25,61.67,536
2012-12-26,62.1,539
2012-12-27,62.4,542
2012-12-28,62.42,542
2012-12-29,62.65,544
2012-12-30,63.01,547
2012-12-31,63.36,550
2013-01-01,63.55,552
2013-01-02,63.76,554
2013-01-03,64.05,556
2013-01-04,64.23,558
2013-01-05,64.27,558
2013-01-06,64.28,558
2013-01-07,64.31,559
2013-01-08,64.5,560
2013-01-09,64.64,562
2013-01-10,64.58,561
2013-01-11,64.67,562
2013-01-12,65.99,573
2013-01-13,67.9,590
2013-01-14,68.67,597
2013-01-15,69.06,600
2013-01-16,69.28,602
2013-01-17,69.61,605
2013-01-18,69.93,608
2013-01-19,70.12,609
2013-01-20,70.79,615
2013-01-21,71.15,618
2013-01-22,71.33,620
2013-01-23,71.72,623
2013-01-24,71.85,624
2013-01-25,71.89,624
2013-01-26,72.33,628
2013-01-27,74.17,644
2013-01-28,75.18,653
2013-01-29,75.77,658
2013-01-30,76.36,663
2013-01-31,76.53,665
2013-02-01,77.21,671
2013-02-02,77.71,675
2013-02-03,78.04,678
2013-02-04,78.39,681
2013-02-05,78.66,683
2013-02-06,78.49,682
2013-02-07,78.84,685
2013-02-08,78.9,685
2013-02-09,79.15,688
2013-02-10,79.4,690
2013-02-11,80.11,696
2013-02-12,80.41,699
2013-02-13,80.78,702
2013-02-14,81.08,704
2013-02-15,81.34,707
2013-02-16,81.86,711
2013-02-17,82.06,713
2013-02-18,82.29,715
2013-02-19,82.35,715
2013-02-20,82.66,718
2013-02-21,82.84,720
2013-02-22,83.07,722
2013-02-23,83.3,724
2013-02-24,83.81,728
2013-02-25,83.93,729
2013-02-26,84.09,730
2013-02-27,84.25,732
2013-02-28,84.37,733
2013-03-01,84.62,735
2013-03-02,84.82,737
2013-03-03,84.96,738
2013-03-04,85,738
2013-03-05,85.07,739
2013-03-06,85.04,739
2013-03-07,85.04,739
2013-03-08,85.04,739
2013-03-09,85,738
2013-03-10,85.01,738
2013-03-11,84.93,738
2013-03-12,84.96,738
2013-03-13,84.92,738
2013-03-14,84.86,737
2013-03-15,84.84,737
2013-03-16,85.3,741
2013-03-17,86.39,750
2013-03-18,86.8,754
2013-03-19,86.98,756
2013-03-20,87.16,757
2013-03-21,87.49,760
2013-03-22,87.55,761
2013-03-23,87.97,764
2013-03-24,88.17,766
2013-03-25,88.3,767
2013-03-26,88.32,767
2013-03-27,88.71,771
2013-03-28,89.56,778
2013-03-29,90.2,784
2013-03-30,90.41,785
2013-03-31,90.87,789
2013-04-01,90.95,790
2013-04-02,90.92,790
2013-04-03,90.94,790
2013-04-04,91.05,791
2013-04-05,91.07,791
2013-04-06,91.1,791
2013-04-07,91.1,791
2013-04-08,91.31,793
2013-04-09,91.53,795
2013-04-10,91.53,795
2013-04-11,91.58,796
2013-04-12,91.72,797
2013-04-13,91.57,795
2013-04-14,91.6,796
2013-04-15,91.56,795
2013-04-16,91.78,797
2013-04-17,91.78,797
2013-04-18,91.75,797
2013-04-19,91.67,796
2013-04-20,91.69,797
2013-04-21,91.82,798
2013-04-22,91.89,798
2013-04-23,91.78,797
2013-04-24,91.83,798
2013-04-25,91.71,797
2013-04-26,91.73,797
2013-04-27,91.68,796
2013-04-28,91.61,796
2013-04-29,91.49,795
2013-04-30,91.38,794
2013-05-01,91.24,793
2013-05-02,91.11,791
2013-05-03,90.84,789
2013-05-04,90.77,789
2013-05-05,90.54,786
2013-05-06,90.36,785
2013-05-07,90.19,783
2013-05-08,90.13,783
2013-05-09,89.84,780
2013-05-10,89.76,780
2013-05-11,89.59,778
2013-05-12,89.49,777
2013-05-13,89.32,776
2013-05-14,89.19,775
2013-05-15,89.24,775
2013-05-16,89.16,774
2013-05-17,88.99,773
2013-05-18,88.83,772
2013-05-19,88.67,770
2013-05-20,88.5,769
2013-05-21,88.27,767
2013-05-22,88.03,765
2013-05-23,87.85,763
2013-05-24,87.62,761
2013-05-25,87.22,758
2013-05-26,86.97,755
2013-05-27,86.76,754
2013-05-28,86.5,751
2013-05-29,86.31,750
2013-05-30,86.05,747
2013-05-31,85.76,745
2013-06-01,85.5,743
2013-06-02,85.2,740
2013-06-03,84.96,738
2013-06-04,84.82,737
2013-06-05,84.59,735
2013-06-06,84.32,732
2013-06-07,84.11,731
2013-06-08,83.99,730
2013-06-09,83.7,727
2013-06-10,83.41,725
2013-06-11,83.08,722
2013-06-12,82.84,720
2013-06-13,82.78,719
2013-06-14,82.59,717
2013-06-15,83.48,725
2013-06-16,83.62,726
2013-06-17,83.74,727
2013-06-18,83.48,725
2013-06-19,83.19,723
2013-06-20,82.8,719
2013-06-21,82.64,718
2013-06-22,82.37,716
2013-06-23,82.06,713
2013-06-24,81.81,711
2013-06-25,81.56,709
2013-06-26,81.17,705
2013-06-27,80.82,702
2013-06-28,80.57,700
2013-06-29,80.15,696
2013-06-30,79.81,693
2013-07-01,79.66,692
2013-07-02,79.27,689
2013-07-03,78.92,686
2013-07-04,78.72,684
2013-07-05,78.39,681
2013-07-06,78.07,678
2013-07-07,77.77,676
2013-07-08,77.41,672
2013-07-09,77,669
2013-07-10,76.63,666
2013-07-11,76.33,663
2013-07-12,76.04,661
2013-07-13,75.6,657
2013-07-14,75.32,654
2013-07-15,74.87,650
2013-07-16,74.63,648
2013-07-17,74.22,645
2013-07-18,73.86,642
2013-07-19,73.53,639
2013-07-20,73.26,636
2013-07-21,72.91,633
2013-07-22,72.64,631
2013-07-23,72.16,627
2013-07-24,71.84,624
2013-07-25,71.63,622
2013-07-26,71.28,619
2013-07-27,70.91,616
2013-07-28,70.69,614
2013-07-29,70.29,611
2013-07-30,70.05,609
2013-07-31,69.75,606
2013-08-01,69.52,604
2013-08-02,69.15,601
2013-08-03,68.9,599
2013-08-04,68.61,596
2013-08-05,68.21,593
2013-08-06,67.86,590
2013-08-07,67.44,586
2013-08-08,67.1,583
2013-08-09,66.86,581
2013-08-10,66.56,578
2013-08-11,66.19,575
2013-08-12,65.89,572
2013-08-13,65.48,569
2013-08-14,64.97,564
2013-08-15,64.77,563
2013-08-16,64.39,559
2013-08-17,64.07,557
2013-08-18,63.56,552
2013-08-19,63.2,549
2013-08-20,63,547
2013-08-21,62.61,544
2013-08-22,62.23,541
2013-08-23,61.9,538
2013-08-24,61.56,535
2013-08-25,61.21,532
2013-08-26,60.83,528
2013-08-27,60.47,525
2013-08-28,60.16,523
2013-08-29,59.87,520
2013-08-30,59.61,518
2013-08-31,59.11,513
2013-09-01,58.68,510
2013-09-02,58.32,507
2013-09-03,57.99,504
2013-09-04,57.85,503
2013-09-05,57.49,499
2013-09-06,57.11,496
2013-09-07,56.86,494
2013-09-08,56.55,491
2013-09-09,56.29,489
2013-09-10,55.9,486
2013-09-11,55.62,483
2013-09-12,55.38,481
2013-09-13,55.13,479
2013-09-14,54.94,477
2013-09-15,54.62,474
2013-09-16,54.26,471
2013-09-17,53.99,469
2013-09-18,53.67,466
2013-09-19,53.36,463
2013-09-20,53.16,462
2013-09-21,52.82,459
2013-09-22,52.52,456
2013-09-23,52.24,454
2013-09-24,51.92,451
2013-09-25,51.62,448
2013-09-26,51.4,446
2013-09-27,51.07,444
2013-09-28,50.72,441
2013-09-29,50.52,439
2013-09-30,50.13,435
2013-10-01,49.8,433
2013-10-02,49.68,432
2013-10-03,49.63,431
2013-10-04,49.48,430
2013-10-05,49.25,428
2013-10-06,48.93,425
2013-10-07,48.61,422
2013-10-08,48.36,420
2013-10-09,48.11,418
2013-10-10,47.95,417
2013-10-11,47.7,414
2013-10-12,47.38,412
2013-10-13,47.22,410
2013-10-14,46.94,408
2013-10-15,46.51,404
2013-10-16,46.16,401
2013-10-17,45.93,399
2013-10-18,46.59,405
2013-10-19,46.69,406
2013-10-20,46.47,404
2013-10-21,46.29,402
2013-10-22,46.02,400
2013-10-23,45.8,398
2013-10-24,45.58,396
2013-10-25,45.29,393
2013-10-26,45.09,392
2013-10-27,44.79,389
2013-10-28,44.49,387
2013-10-29,44.31,385
2013-10-30,44.14,383
2013-10-31,43.96,382
2013-11-01,43.82,381
2013-11-02,43.61,379
2013-11-03,43.49,378
2013-11-04,43.3,376
2013-11-05,43.07,374
2013-11-06,42.88,372
2013-11-07,42.76,371
2013-11-08,42.6,370
2013-11-09,42.37,368
2013-11-10,42.27,367
2013-11-11,42.01,365
2013-11-12,41.79,363
2013-11-13,41.53,361
2013-11-14,41.41,360
2013-11-15,41.12,357
2013-11-16,40.96,356
2013-11-17,40.65,353
2013-11-18,40.39,351
2013-11-19,40.23,349
2013-11-20,39.96,347
2013-11-21,39.81,346
2013-11-22,39.67,345
2013-11-23,39.52,343
2013-11-24,39.4,342
2013-11-25,39.12,340
2013-11-26,39.16,340
2013-11-27,39.13,340
2013-11-28,40.15,349
2013-11-29,40.17,349
2013-11-30,40.02,348
2013-12-01,39.85,346
2013-12-02,39.81,346
2013-12-03,39.74,345
2013-12-04,39.55,344
2013-12-05,39.37,342
2013-12-06,39.17,340
2013-12-07,39.15,340
2013-12-08,38.96,338
2013-12-09,38.78,337
2013-12-10,38.63,336
2013-12-11,38.71,336
2013-12-12,38.62,336
2013-12-13,38.55,335
2013-12-14,38.54,335
2013-12-15,38.49,334
2013-12-16,38.39,333
2013-12-17,38.41,334
2013-12-18,38.38,333
2013-12-19,38.41,334
2013-12-20,38.26,332
2013-12-21,38.08,331
2013-12-22,38.01,330
2013-12-23,37.78,328
2013-12-24,37.55,326
2013-12-25,37.4,325
2013-12-26,37.21,323
2013-12-27,37.07,322
2013-12-28,36.94,321
2013-12-29,36.72,319
2013-12-30,36.56,318
2013-12-31,36.41,316
2014-01-01,36.25,315
2014-01-02,36.06,313
2014-01-03,35.89,312
2014-01-04,35.81,311
2014-01-05,35.53,309
2014-01-06,35.44,308
2014-01-07,35.23,306
2014-01-08,35.04,304
2014-01-09,34.89,303
2014-01-10,34.72,302
2014-01-11,34.64,301
2014-01-12,34.53,300
2014-01-13,34.29,298
2014-01-14,34.11,296
2014-01-15,33.93,295
2014-01-16,33.73,293
2014-01-17,33.77,293
2014-01-18,33.53,291
2014-01-19,33.39,290
2014-01-20,33.19,288
2014-01-21,33.05,287
2014-01-22,32.97,286
2014-01-23,32.91,286
2014-01-24,32.77,285
2014-01-25,32.66,284
2014-01-26,32.67,284
2014-01-27,32.66,284
2014-01-28,32.55,283
2014-01-29,32.48,282
2014-01-30,33.22,289
2014-01-31,33.29,289
2014-02-01,33.12,288
2014-02-02,33.03,287
2014-02-03,32.89,286
2014-02-04,32.76,285
2014-02-05,32.56,283
2014-02-06,32.36,281
2014-02-07,32.21,280
2014-02-08,32.05,278
2014-02-09,31.81,276
2014-02-10,31.62,275
2014-02-11,31.49,274
2014-02-12,31.3,272
2014-02-13,31.13,270
2014-02-14,31.02,269
2014-02-15,31,269
2014-02-16,30.87,268
2014-02-17,30.72,267
2014-02-18,30.59,266
2014-02-19,30.43,264
2014-02-20,30.34,264
2014-02-21,30.16,262
2014-02-22,29.99,260
2014-02-23,29.84,259
2014-02-24,29.87,259
2014-02-25,29.89,260
2014-02-26,29.76,259
2014-02-27,29.67,258
2014-02-28,29.51,256
2014-03-01,29.43,256
2014-03-02,29.35,255
2014-03-03,29.21,254
2014-03-04,29.1,253
2014-03-05,29,252
2014-03-06,28.89,251
2014-03-07,28.83,250
2014-03-08,28.63,249
2014-03-09,28.82,250
2014-03-10,29.16,253
2014-03-11,32.59,283
2014-03-12,34.85,303
2014-03-13,35.4,308
2014-03-14,35.64,310
2014-03-15,35.69,310
2014-03-16,35.76,311
2014-03-17,35.82,311
2014-03-18,35.76,311
2014-03-19,35.66,310
2014-03-20,35.75,311
2014-03-21,35.78,311
2014-03-22,35.79,311
2014-03-23,35.68,310
2014-03-24,35.6,309
2014-03-25,35.46,308
2014-03-26,35.34,307
2014-03-27,35.27,306
2014-03-28,35.17,305
2014-03-29,35.16,305
2014-03-30,35.05,304
2014-03-31,34.94,304
2014-04-01,34.82,303
2014-04-02,34.6,301
2014-04-03,34.5,300
2014-04-04,34.5,300
2014-04-05,34.29,298
2014-04-06,34.11,296
2014-04-07,34.07,296
2014-04-08,33.83,294
2014-04-09,33.68,293
2014-04-10,33.48,291
2014-04-11,33.56,292
2014-04-12,33.39,290
2014-04-13,33.25,289
2014-04-14,33.13,288
2014-04-15,32.95,286
2014-04-16,32.75,284
2014-04-17,32.59,283
2014-04-18,32.49,282
2014-04-19,32.24,280
2014-04-20,32.01,278
2014-04-21,31.88,277
2014-04-22,31.75,276
2014-04-23,31.47,273
2014-04-24,31.37,273
2014-04-25,31.14,271
2014-04-26,30.91,268
2014-04-27,30.7,267
2014-04-28,30.66,266
2014-04-29,30.52,265
2014-04-30,30.22,263
2014-05-01,30.24,263
2014-05-02,30.09,261
2014-05-03,29.95,260
2014-05-04,29.78,259
2014-05-05,29.63,257
2014-05-06,29.56,257
2014-05-07,29.42,256
2014-05-08,29.24,254
2014-05-09,29.12,253
2014-05-10,29.71,258
2014-05-11,30.17,262
2014-05-12,30.26,263
2014-05-13,30.27,263
2014-05-14,30.17,262
2014-05-15,30.03,261
2014-05-16,29.9,260
2014-05-17,29.8,259
2014-05-18,29.58,257
2014-05-19,29.37,255
2014-05-20,29.23,254
2014-05-21,29.04,252
2014-05-22,28.86,251
2014-05-23,28.6,248
2014-05-24,28.36,246
2014-05-25,28.14,244
2014-05-26,28,243
2014-05-27,27.77,241
2014-05-28,27.52,239
2014-05-29,27.32,237
2014-05-30,27.08,235
2014-05-31,26.89,234
2014-06-01,26.76,232
2014-06-02,26.74,232
2014-06-03,26.62,231
2014-06-04,26.44,230
2014-06-05,26.44,230
2014-06-06,27.87,242
2014-06-07,28.16,245
2014-06-08,28.14,244
2014-06-09,28.15,245
2014-06-10,27.97,243
2014-06-11,27.8,242
2014-06-12,27.67,240
2014-06-13,27.36,238
2014-06-14,27.24,237
2014-06-15,26.98,234
2014-06-16,26.72,232
2014-06-17,26.69,232
2014-06-18,26.53,230
2014-06-19,26.36,229
2014-06-20,26.3,228
2014-06-21,26.09,227
2014-06-22,26.03,226
2014-06-23,25.8,224
2014-06-24,25.69,223
2014-06-25,25.38,220
2014-06-26,25.11,218
2014-06-27,24.71,215
2014-06-28,24.29,211
2014-06-29,24.13,210
2014-06-30,23.87,207
2014-07-01,23.71,206
2014-07-02,23.56,205
2014-07-03,23.28,202
2014-07-04,23.09,201
2014-07-05,22.97,200
2014-07-06,22.71,197
2014-07-07,22.53,196
2014-07-08,22.31,194
2014-07-09,22.18,193
2014-07-10,21.88,190
2014-07-11,21.68,188
2014-07-12,21.43,186
2014-07-13,21.34,185
2014-07-14,21.09,183
2014-07-15,20.92,182
2014-07-16,20.71,180
2014-07-17,20.55,179
2014-07-18,20.34,177
2014-07-19,20.19,175
2014-07-20,20.2,176
2014-07-21,20.08,174
2014-07-22,20.24,176
2014-07-23,20.04,174
2014-07-24,19.87,173
2014-07-25,19.74,171
2014-07-26,19.64,171
2014-07-27,19.47,169
2014-07-28,19.34,168
2014-07-29,19.22,167
2014-07-30,19.09,166
2014-07-31,18.94,165
2014-08-01,18.78,163
2014-08-02,18.59,161
2014-08-03,18.62,162
2014-08-04,18.76,163
2014-08-05,18.69,162
2014-08-06,18.48,161
2014-08-07,18.25,159
2014-08-08,18.56,161
2014-08-09,18.59,161
2014-08-10,18.61,162
2014-08-11,18.57,161
2014-08-12,18.5,161
2014-08-13,18.41,160
2014-08-14,18.17,158
2014-08-15,17.99,156
2014-08-16,17.73,154
2014-08-17,17.63,153
2014-08-18,17.6,153
2014-08-19,17.38,151
2014-08-20,17.24,150
2014-08-21,17.14,149
2014-08-22,16.98,147
2014-08-23,16.93,147
2014-08-24,16.73,145
2014-08-25,16.65,145
2014-08-26,16.41,143
2014-08-27,16.31,142
2014-08-28,16.16,140
2014-08-29,15.97,139
2014-08-30,15.81,137
2014-08-31,15.68,136
2014-09-01,15.51,135
2014-09-02,15.43,134
2014-09-03,15.3,133
2014-09-04,15.24,132
2014-09-05,15.15,132
2014-09-06,15.05,131
2014-09-07,15.38,134
2014-09-08,15.35,133
2014-09-09,15.39,134
2014-09-10,15.27,133
2014-09-11,15.11,131
2014-09-12,14.96,130
2014-09-13,14.87,129
2014-09-14,14.71,128
2014-09-15,14.58,127
2014-09-16,14.46,126
2014-09-17,14.48,126
2014-09-18,15.33,133
2014-09-19,17.37,151
2014-09-20,17.91,156
2014-09-21,17.98,156
2014-09-22,17.93,156
2014-09-23,17.86,155
2014-09-24,17.99,156
2014-09-25,18.01,156
2014-09-26,17.99,156
2014-09-27,18.17,158
2014-09-28,20.42,177
2014-09-29,22.1,192
2014-09-30,22.59,196
2014-10-01,22.72,197
2014-10-02,22.67,197
2014-10-03,22.52,196
2014-10-04,22.45,195
2014-10-05,22.34,194
2014-10-06,22.42,195
2014-10-07,22.28,194
2014-10-08,22.15,192
2014-10-09,22.07,192
2014-10-10,21.97,191
2014-10-11,21.93,190
2014-10-12,21.9,190
2014-10-13,21.83,190
2014-10-14,21.74,189
2014-10-15,21.7,189
2014-10-16,21.58,187
2014-10-17,21.53,187
2014-10-18,21.58,187
2014-10-19,21.51,187
2014-10-20,21.43,186
2014-10-21,21.39,186
2014-10-22,21.31,185
2014-10-23,21.17,184
2014-10-24,21.13,184
2014-10-25,21.87,190
2014-10-26,24.32,211
2014-10-27,27.36,238
2014-10-28,28.74,250
2014-10-29,29.61,257
2014-10-30,30.42,264
2014-10-31,32.51,282
2014-11-01,34.41,299
2014-11-02,35.17,306
2014-11-03,35.59,309
2014-11-04,35.93,312
2014-11-05,36.08,313
2014-11-06,36.42,316
2014-11-07,36.49,317
2014-11-08,36.44,317
2014-11-09,36.37,316
2014-11-10,36.4,316
2014-11-11,36.4,316
2014-11-12,36.42,316
2014-11-13,36.47,317
2014-11-14,36.57,318
2014-11-15,36.78,320
2014-11-16,36.91,321
2014-11-17,36.95,321
2014-11-18,36.98,321
2014-11-19,37.05,322
2014-11-20,37.41,325
2014-11-21,37.76,328
2014-11-22,38.12,331
2014-11-23,38.21,332
2014-11-24,38.49,334
2014-11-25,39.4,342
2014-11-26,41.25,358
2014-11-27,42.98,373
2014-11-28,43.65,379
2014-11-29,44.22,384
2014-11-30,44.52,387
2014-12-01,45.26,393
2014-12-02,45.97,399
2014-12-03,46.42,403
2014-12-04,46.83,407
2014-12-05,47.36,411
2014-12-06,47.67,414
2014-12-07,47.92,416
2014-12-08,48.37,420
2014-12-09,48.98,425
2014-12-10,49.37,429
2014-12-11,49.7,432
2014-12-12,50.1,435
2014-12-13,50.93,442
2014-12-14,51.41,447
2014-12-15,51.98,452
2014-12-16,52.29,454
2014-12-17,52.49,456
2014-12-18,52.94,460
2014-12-19,53.43,464
2014-12-20,53.73,467
2014-12-21,53.88,468
2014-12-22,54.46,473
2014-12-23,54.7,475
2014-12-24,54.89,477
2014-12-25,55.06,478
2014-12-26,55.3,480
2014-12-27,55.66,484
2014-12-28,56.63,492
2014-12-29,56.88,494
2014-12-30,59.58,518
2014-12-31,60.78,528
