DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2017-12-09,54.9,477
2017-12-10,54.81,476
2017-12-11,55.18,479
2017-12-12,55.18,479
2017-12-13,55.25,480
2017-12-14,55.25,480
2017-12-15,55.29,480
2017-12-16,55.3,480
2017-12-17,55.44,482
2017-12-18,55.89,485
2017-12-19,56.74,493
2017-12-20,57.71,501
2017-12-21,58.17,505
2017-12-22,58.56,509
2017-12-23,59.98,521
2017-12-24,61.66,536
2017-12-25,62.06,539
2017-12-26,62.28,541
2017-12-27,62.53,543
2017-12-28,62.69,545
2017-12-29,62.82,546
2017-12-30,63.13,548
2017-12-31,63.58,552
2018-01-01,63.9,555
2018-01-02,64.08,557
2018-01-03,64.27,558
2018-01-04,64.95,564
2018-01-05,65.31,567
2018-01-06,65.51,569
2018-01-07,65.63,570
2018-01-08,65.75,571
2018-01-09,65.92,573
2018-01-10,65.94,573
2018-01-11,66.09,574
2018-01-12,66.2,575
2018-01-13,66.26,576
2018-01-14,66.6,579
2018-01-15,67.07,583
2018-01-16,67.27,584
2018-01-17,67.5,586
2018-01-18,68,591
2018-01-19,68.57,596
2018-01-20,68.51,595
2018-01-21,69.01,599
2018-01-22,70.22,610
2018-01-23,71.28,619
2018-01-24,72.26,628
2018-01-25,72.91,633
2018-01-26,73.27,636
2018-01-27,73.39,638
2018-01-28,73.58,639
2018-01-29,73.65,640
2018-01-30,73.67,640
2018-01-31,73.71,640
2018-02-01,73.63,640
2018-02-02,73.6,639
2018-02-03,73.63,640
2018-02-04,73.63,640
2018-02-05,74.71,649
2018-02-06,75.21,653
2018-02-07,75.38,655
2018-02-08,75.35,655
2018-02-09,75.65,657
2018-02-10,75.73,658
2018-02-11,75.9,659
2018-02-12,77.82,676
2018-02-13,78.6,683
2018-02-14,78.96,686
2018-02-15,79.29,689
2018-02-16,79.4,690
2018-02-17,79.47,690
2018-02-18,79.51,691
2018-02-19,79.63,692
2018-02-20,79.68,692
2018-02-21,79.91,694
2018-02-22,79.88,694
2018-02-23,79.96,695
2018-02-24,80.12,696
2018-02-25,80.48,699
2018-02-26,81.21,705
2018-02-27,82.13,713
2018-02-28,82.54,717
2018-03-01,85.3,741
2018-03-02,85.65,744
2018-03-03,85.89,746
2018-03-04,86.66,753
2018-03-05,87.93,764
2018-03-06,88.33,767
2018-03-07,89.24,775
2018-03-08,89.42,777
2018-03-09,90.25,784
2018-03-10,90.67,788
2018-03-11,90.57,787
2018-03-12,90.5,786
2018-03-13,90.33,785
2018-03-14,90.26,784
2018-03-15,90.23,784
2018-03-16,90.27,784
2018-03-17,90.21,784
2018-03-18,90.15,783
2018-03-19,90.19,783
2018-03-20,89.85,780
2018-03-21,89.99,782
2018-03-22,89.91,781
2018-03-23,89.61,778
2018-03-24,89.51,778
2018-03-25,89.56,778
2018-03-26,89.57,778
2018-03-27,89.62,778
2018-03-28,90.04,782
2018-03-29,89.84,780
2018-03-30,90.32,785
2018-03-31,90.43,786
2018-04-01,90.4,785
2018-04-02,90.56,787
2018-04-03,90.99,790
2018-04-04,91.04,791
2018-04-05,91.15,792
2018-04-06,91.2,792
2018-04-07,91.35,794
2018-04-08,91.23,793
2018-04-09,91.27,793
2018-04-10,91.3,793
2018-04-11,91.3,793
2018-04-12,91.31,793
2018-04-13,91.38,794
2018-04-14,91.4,794
2018-04-15,91.18,792
2018-04-16,91.17,792
2018-04-17,91.02,791
2018-04-18,90.83,789
2018-04-19,90.75,788
2018-04-20,90.57,787
2018-04-21,90.49,786
2018-04-22,90.31,785
2018-04-23,90.06,782
2018-04-24,89.98,782
2018-04-25,89.73,779
2018-04-26,89.59,778
2018-04-27,89.37,776
2018-04-28,89.22,775
2018-04-29,88.93,773
2018-04-30,88.72,771
2018-05-01,88.58,769
2018-05-02,88.35,767
2018-05-03,88.16,766
2018-05-04,87.96,764
2018-05-05,87.85,763
2018-05-06,87.69,762
2018-05-07,87.65,761
2018-05-08,87.67,762
2018-05-09,87.68,762
2018-05-10,87.92,764
2018-05-11,88.13,766
2018-05-12,88.22,766
2018-05-13,88.22,766
2018-05-14,88.16,766
2018-05-15,88.1,765
2018-05-16,88.03,765
2018-05-17,87.87,763
2018-05-18,87.76,762
2018-05-19,87.64,761
2018-05-20,87.52,760
2018-05-21,87.42,759
2018-05-22,87.26,758
2018-05-23,87.16,757
2018-05-24,86.81,754
2018-05-25,86.54,752
2018-05-26,86.38,750
2018-05-27,86.53,752
2018-05-28,86.49,751
2018-05-29,86.34,750
2018-05-30,86.22,749
2018-05-31,86.06,748
2018-06-01,85.88,746
2018-06-02,85.7,744
2018-06-03,85.55,743
2018-06-04,85.37,742
2018-06-05,85.13,740
2018-06-06,85.02,739
2018-06-07,84.89,737
2018-06-08,84.75,736
2018-06-09,84.52,734
2018-06-10,84.22,732
2018-06-11,83.92,729
2018-06-12,83.68,727
2018-06-13,83.37,724
2018-06-14,83.13,722
2018-06-15,82.82,719
2018-06-16,82.59,717
2018-06-17,82.47,716
2018-06-18,82.37,716
2018-06-19,82.22,714
2018-06-20,81.97,712
2018-06-21,81.76,710
2018-06-22,81.47,708
2018-06-23,81.23,706
2018-06-24,80.98,703
2018-06-25,80.64,701
2018-06-26,80.4,698
2018-06-27,80.17,696
2018-06-28,80.52,699
2018-06-29,80.36,698
2018-06-30,80.23,697
2018-07-01,80.07,696
2018-07-02,79.82,693
2018-07-03,79.7,692
2018-07-04,79.47,690
2018-07-05,79.1,687
2018-07-06,78.78,684
2018-07-07,78.56,682
2018-07-08,78.18,679
2018-07-09,77.91,677
2018-07-10,77.59,674
2018-07-11,77.26,671
2018-07-12,76.84,668
2018-07-13,76.54,665
2018-07-14,76.24,662
2018-07-15,75.98,660
2018-07-16,75.64,657
2018-07-17,75.34,654
2018-07-18,75.03,652
2018-07-19,74.79,650
2018-07-20,74.5,647
2018-07-21,74.31,645
2018-07-22,74.03,643
2018-07-23,73.73,640
2018-07-24,73.62,640
2018-07-25,73.61,639
2018-07-26,73.55,639
2018-07-27,73.37,637
2018-07-28,73.38,637
2018-07-29,73.26,636
2018-07-30,73.03,634
2018-07-31,72.81,633
2018-08-01,72.57,630
2018-08-02,72.35,628
2018-08-03,72.1,626
2018-08-04,71.8,624
2018-08-05,71.52,621
2018-08-06,71.25,619
2018-08-07,70.98,617
2018-08-08,70.67,614
2018-08-09,70.36,611
2018-08-10,70.03,608
2018-08-11,69.61,605
2018-08-12,69.14,601
2018-08-13,68.71,597
2018-08-14,68.35,594
2018-08-15,67.96,590
2018-08-16,67.55,587
2018-08-17,67.21,584
2018-08-18,66.83,581
2018-08-19,66.46,577
2018-08-20,66.05,574
2018-08-21,65.71,571
2018-08-22,65.35,568
2018-08-23,64.96,564
2018-08-24,64.62,561
2018-08-25,64.27,558
2018-08-26,63.91,555
2018-08-27,63.52,552
2018-08-28,63.24,549
2018-08-29,62.84,546
2018-08-30,62.46,543
2018-08-31,62.12,540
2018-09-01,61.71,536
2018-09-02,61.31,533
2018-09-03,60.92,529
2018-09-04,60.52,526
2018-09-05,60.12,522
2018-09-06,59.83,520
2018-09-07,59.5,517
2018-09-08,59.22,514
2018-09-09,58.96,512
2018-09-10,58.71,510
2018-09-11,58.38,507
2018-09-12,58.26,506
2018-09-13,58.13,505
2018-09-14,58.29,506
2018-09-15,58.55,509
2018-09-16,58.39,507
2018-09-17,58.24,506
2018-09-18,57.97,504
2018-09-19,57.69,501
2018-09-20,57.37,498
2018-09-21,57.06,496
2018-09-22,56.77,493
2018-09-23,56.48,491
2018-09-24,56.2,488
2018-09-25,55.95,486
2018-09-26,55.65,483
2018-09-27,55.37,481
2018-09-28,55.2,479
2018-09-29,55.09,479
2018-09-30,54.93,477
2018-10-01,55.48,482
2018-10-02,55.41,481
2018-10-03,55.45,482
2018-10-04,55.18,479
2018-10-05,55.05,478
2018-10-06,54.77,476
2018-10-07,54.48,473
2018-10-08,54.19,471
2018-10-09,53.92,468
2018-10-10,53.6,466
2018-10-11,53.41,464
2018-10-12,53.47,464
2018-10-13,53.55,465
2018-10-14,54.12,470
2018-10-15,53.95,469
2018-10-16,53.81,467
2018-10-17,53.63,466
2018-10-18,53.44,464
2018-10-19,53.27,463
2018-10-20,52.98,460
2018-10-21,52.76,458
2018-10-22,52.56,457
2018-10-23,52.42,455
2018-10-24,52.14,453
2018-10-25,51.86,451
2018-10-26,51.67,449
2018-10-27,51.44,447
2018-10-28,51.23,445
2018-10-29,50.97,443
2018-10-30,50.76,441
2018-10-31,50.47,438
2018-11-01,50.26,437
2018-11-02,49.98,434
2018-11-03,49.74,432
2018-11-04,49.56,431
2018-11-05,49.23,428
2018-11-06,49,426
2018-11-07,48.76,424
2018-11-08,48.55,422
2018-11-09,48.25,419
2018-11-10,48.02,417
2018-11-11,47.8,415
2018-11-12,47.61,414
2018-11-13,47.34,411
2018-11-14,47.12,409
2018-11-15,46.94,408
2018-11-16,47.25,410
2018-11-17,47.57,413
2018-11-18,47.6,413
2018-11-19,47.67,414
2018-11-20,48.39,420
2018-11-21,48.61,422
2018-11-22,48.64,423
2018-11-23,49.35,429
2018-11-24,49.49,430
2018-11-25,49.49,430
2018-11-26,49.48,430
2018-11-27,49.64,431
2018-11-28,49.93,434
2018-11-29,52.75,458
2018-11-30,55.06,478
2018-12-01,56.57,491
2018-12-02,57.19,497
2018-12-03,57.43,499
2018-12-04,57.66,501
2018-12-05,57.89,503
2018-12-06,59.97,521
2018-12-07,61.49,534
2018-12-08,61.76,537
2018-12-09,61.93,538
2018-12-10,62.13,540
2018-12-11,64.2,558
2018-12-12,67.55,587
2018-12-13,68.51,595
2018-12-14,68.97,599
2018-12-15,69.16,601
2018-12-16,69.26,602
2018-12-17,69.18,601
2018-12-18,69.2,601
2018-12-19,72.06,626
2018-12-20,76.42,664
2018-12-21,77.29,671
2018-12-22,77.64,674
2018-12-23,77.73,675
2018-12-24,77.86,676
2018-12-25,78.34,681
2018-12-26,80.41,699
2018-12-27,80.89,703
2018-12-28,81.05,704
2018-12-29,81.13,705
2018-12-30,81.41,707
2018-12-31,81.76,710
2019-01-01,81.76,710
2019-01-02,81.78,710
2019-01-03,81.87,711
2019-01-04,83.25,723
2019-01-05,85.58,743
2019-01-06,86.86,755
2019-01-07,87.15,757
2019-01-08,87.29,758
2019-01-09,87.12,757
2019-01-10,86.92,755
2019-01-11,87.72,762
2019-01-12,90.13,783
2019-01-13,90.6,787
2019-01-14,90.54,787
2019-01-15,90.46,786
2019-01-16,90.65,787
2019-01-17,90.89,790
2019-01-18,90.97,790
2019-01-19,90.98,790
2019-01-20,90.85,789
2019-01-21,91.01,791
2019-01-22,90.96,790
2019-01-23,90.82,789
2019-01-24,90.76,788
2019-01-25,90.63,787
2019-01-26,90.64,787
2019-01-27,90.69,788
2019-01-28,90.68,788
2019-01-29,90.53,786
2019-01-30,90.46,786
2019-01-31,90.35,785
2019-02-01,90.38,785
2019-02-02,90.4,785
2019-02-03,90.25,784
2019-02-04,90.12,783
2019-02-05,89.96,781
2019-02-06,89.69,779
2019-02-07,89.74,780
2019-02-08,89.88,781
2019-02-09,90.4,785
2019-02-10,90.49,786
2019-02-11,90.37,785
2019-02-12,90.32,785
2019-02-13,90.35,785
2019-02-14,91.38,794
2019-02-15,91.58,796
2019-02-16,91.68,796
2019-02-17,91.62,796
2019-02-18,91.59,796
2019-02-19,91.54,795
2019-02-20,91.54,795
2019-02-21,91.46,794
2019-02-22,91.37,794
2019-02-23,91.28,793
2019-02-24,91.33,793
2019-02-25,91.5,795
2019-02-26,92.09,800
2019-02-27,92.48,803
2019-02-28,92.67,805
2019-03-01,92.93,807
2019-03-02,93.06,808
2019-03-03,93.2,810
2019-03-04,93.23,810
2019-03-05,93.19,810
2019-03-06,93.15,809
2019-03-07,93.29,810
2019-03-08,93.28,810
2019-03-09,93.28,810
2019-03-10,93.31,811
2019-03-11,93.3,810
2019-03-12,93.3,810
2019-03-13,93.91,816
2019-03-14,93.97,816
2019-03-15,93.93,816
2019-03-16,93.96,816
2019-03-17,94.04,817
2019-03-18,94.08,817
2019-03-19,94.09,817
2019-03-20,94.09,817
2019-03-21,94.1,817
2019-03-22,94.1,817
2019-03-23,94.11,818
2019-03-24,94.11,817
2019-03-25,94.07,817
2019-03-26,94.14,818
2019-03-27,94.14,818
2019-03-28,94.06,817
2019-03-29,94.06,817
2019-03-30,93.91,816
2019-03-31,93.78,815
2019-04-01,93.7,814
2019-04-02,93.64,813
2019-04-03,93.51,812
2019-04-04,93.37,811
2019-04-05,93.22,810
2019-04-06,93.15,809
2019-04-07,92.98,808
2019-04-08,92.95,807
2019-04-09,92.86,807
2019-04-10,92.77,806
2019-04-11,92.77,806
2019-04-12,92.73,805
2019-04-13,92.7,805
2019-04-14,92.82,806
2019-04-15,92.93,807
2019-04-16,92.93,807
2019-04-17,92.84,806
2019-04-18,92.77,806
2019-04-19,92.72,805
2019-04-20,92.6,804
2019-04-21,92.52,804
2019-04-22,92.26,801
2019-04-23,92.13,800
2019-04-24,92.04,800
2019-04-25,91.85,798
2019-04-26,91.72,797
2019-04-27,91.62,796
2019-04-28,91.56,795
2019-04-29,91.38,794
2019-04-30,91.23,792
2019-05-01,91.07,791
2019-05-02,90.95,790
2019-05-03,90.75,788
2019-05-04,90.56,787
2019-05-05,90.43,786
2019-05-06,90.2,784
2019-05-07,89.92,781
2019-05-08,90.02,782
2019-05-09,89.94,781
2019-05-10,89.82,780
2019-05-11,89.7,779
2019-05-12,89.73,779
2019-05-13,89.61,778
2019-05-14,89.46,777
2019-05-15,89.23,775
2019-05-16,89.06,774
2019-05-17,88.86,772
2019-05-18,88.67,770
2019-05-19,88.59,770
2019-05-20,88.4,768
2019-05-21,88.18,766
2019-05-22,87.98,764
2019-05-23,87.73,762
2019-05-24,87.76,762
2019-05-25,87.81,763
2019-05-26,87.73,762
2019-05-27,87.45,760
2019-05-28,87.28,758
2019-05-29,87.06,756
2019-05-30,86.78,754
2019-05-31,86.67,753
2019-06-01,86.27,749
2019-06-02,86.02,747
2019-06-03,85.83,746
2019-06-04,85.61,744
2019-06-05,85.32,741
2019-06-06,85.09,739
2019-06-07,84.94,738
2019-06-08,84.71,736
2019-06-09,84.48,734
2019-06-10,84.18,731
2019-06-11,83.9,729
2019-06-12,83.65,727
2019-06-13,83.24,723
2019-06-14,83.17,723
2019-06-15,83,721
2019-06-16,82.96,721
2019-06-17,82.77,719
2019-06-18,82.49,717
2019-06-19,82.1,713
2019-06-20,81.92,712
2019-06-21,81.73,710
2019-06-22,81.47,708
2019-06-23,81.18,705
2019-06-24,80.79,702
2019-06-25,80.48,699
2019-06-26,80.18,696
2019-06-27,79.76,693
2019-06-28,79.33,689
2019-06-29,78.92,686
2019-06-30,78.44,681
2019-07-01,78.08,678
2019-07-02,77.61,674
2019-07-03,77.2,671
2019-07-04,76.78,667
2019-07-05,76.32,663
2019-07-06,76.01,660
2019-07-07,75.77,658
2019-07-08,75.32,654
2019-07-09,75.07,652
2019-07-10,74.75,649
2019-07-11,74.48,647
2019-07-12,74.36,646
2019-07-13,74.15,644
2019-07-14,73.92,642
2019-07-15,73.85,642
2019-07-16,73.78,641
2019-07-17,73.43,638
2019-07-18,73.09,635
2019-07-19,72.62,631
2019-07-20,72.12,626
2019-07-21,71.63,622
2019-07-22,71.17,618
2019-07-23,70.62,613
2019-07-24,70.39,611
2019-07-25,70.35,611
2019-07-26,70.12,609
2019-07-27,69.74,606
2019-07-28,69.36,602
2019-07-29,69.01,599
2019-07-30,68.68,597
2019-07-31,68.41,594
2019-08-01,68.07,591
2019-08-02,67.68,588
2019-08-03,67.41,586
2019-08-04,67.08,583
2019-08-05,66.64,579
2019-08-06,66.31,576
2019-08-07,65.9,572
2019-08-08,65.63,570
2019-08-09,65.19,566
2019-08-10,64.88,564
2019-08-11,64.57,561
2019-08-12,64.2,558
2019-08-13,63.85,555
2019-08-14,63.59,552
2019-08-15,63.26,550
2019-08-16,62.95,547
2019-08-17,62.65,544
2019-08-18,62.79,545
2019-08-19,62.52,543
2019-08-20,62.27,541
2019-08-21,61.96,538
2019-08-22,61.82,537
2019-08-23,61.59,535
2019-08-24,61.35,533
2019-08-25,60.99,530
2019-08-26,60.68,527
2019-08-27,60.36,524
2019-08-28,60,521
2019-08-29,59.74,519
2019-08-30,59.39,516
2019-08-31,59.01,513
2019-09-01,58.67,510
2019-09-02,58.37,507
2019-09-03,58.01,504
2019-09-04,57.71,501
2019-09-05,57.31,498
2019-09-06,57.01,495
2019-09-07,56.7,493
2019-09-08,56.28,489
2019-09-09,55.91,486
2019-09-10,55.52,482
2019-09-11,55.16,479
2019-09-12,54.8,476
2019-09-13,54.47,473
2019-09-14,54.12,470
2019-09-15,53.75,467
2019-09-16,53.42,464
2019-09-17,53.12,461
2019-09-18,52.76,458
2019-09-19,52.39,455
2019-09-20,52.18,453
2019-09-21,52.01,452
2019-09-22,51.8,450
2019-09-23,51.44,447
2019-09-24,51.14,444
2019-09-25,50.92,442
2019-09-26,50.57,439
2019-09-27,50.15,436
2019-09-28,49.73,432
2019-09-29,49.47,430
2019-09-30,49.13,427
2019-10-01,48.82,424
2019-10-02,48.59,422
2019-10-03,48.27,419
2019-10-04,47.97,417
2019-10-05,47.8,415
2019-10-06,47.67,414
2019-10-07,47.49,412
2019-10-08,47.29,411
2019-10-09,47.33,411
2019-10-10,47.12,409
2019-10-11,46.89,407
2019-10-12,46.68,406
2019-10-13,46.45,403
2019-10-14,46.17,401
2019-10-15,45.86,398
2019-10-16,45.57,396
2019-10-17,45.4,394
2019-10-18,45.09,392
2019-10-19,44.92,390
2019-10-20,44.65,388
2019-10-21,44.37,385
2019-10-22,44.12,383
2019-10-23,43.84,381
2019-10-24,43.51,378
2019-10-25,43.26,376
2019-10-26,43.02,374
2019-10-27,42.73,371
2019-10-28,42.37,368
2019-10-29,42.11,366
2019-10-30,41.87,364
2019-10-31,41.61,361
2019-11-01,41.72,362
2019-11-02,41.92,364
2019-11-03,41.89,364
2019-11-04,41.64,362
2019-11-05,41.38,359
2019-11-06,41.12,357
2019-11-07,40.89,355
2019-11-08,40.62,353
2019-11-09,40.35,351
2019-11-10,40.09,348
2019-11-11,39.83,346
2019-11-12,39.54,344
2019-11-13,39.3,341
2019-11-14,39.04,339
2019-11-15,38.79,337
2019-11-16,38.49,334
2019-11-17,38.21,332
2019-11-18,37.97,330
2019-11-19,37.68,327
2019-11-20,37.33,324
2019-11-21,37.13,323
2019-11-22,36.79,320
2019-11-23,36.59,318
2019-11-24,36.44,317
2019-11-25,36.24,315
2019-11-26,36.15,314
2019-11-27,36.08,313
2019-11-28,35.99,313
2019-11-29,35.73,310
2019-11-30,35.74,310
2019-12-01,35.6,309
2019-12-02,35.68,310
2019-12-03,35.65,310
2019-12-04,35.63,310
2019-12-05,35.79,311
2019-12-06,35.92,312
2019-12-07,35.91,312
2019-12-08,35.79,311
2019-12-09,35.73,310
2019-12-10,35.58,309
2019-12-11,35.5,308
2019-12-12,35.3,307
2019-12-13,35.14,305
2019-12-14,35.01,304
2019-12-15,34.85,303
2019-12-16,34.81,302
2019-12-17,34.67,301
2019-12-18,34.49,300
2019-12-19,34.37,299
2019-12-20,34.21,297
2019-12-21,33.97,295
2019-12-22,33.65,292
2019-12-23,33.45,291
2019-12-24,33.5,291
2019-12-25,33.47,291
2019-12-26,33.54,291
2019-12-27,33.73,293
2019-12-28,34.02,296
2019-12-29,34.44,299
2019-12-30,35.53,309
2019-12-31,36.99,321
2020-01-01,37.74,328
2020-01-02,38.08,331
2020-01-03,38.78,337
2020-01-04,39.02,339
2020-01-05,39.03,339
2020-01-06,39.31,342
2020-01-07,46.51,404
2020-01-08,49.88,433
2020-01-09,51.43,447
2020-01-10,52.19,453
2020-01-11,52.42,455
2020-01-12,52.64,457
2020-01-13,52.8,459
2020-01-14,52.51,456
2020-01-15,52.85,459
2020-01-16,52.87,459
2020-01-17,52.93,460
2020-01-18,53.09,461
2020-01-19,53.15,462
2020-01-20,53.47,464
2020-01-21,54.09,469
2020-01-22,54.41,472
2020-01-23,54.55,473
2020-01-24,54.86,476
2020-01-25,55.02,477
2020-01-26,55.13,478
2020-01-27,55.25,479
2020-01-28,55.47,481
2020-01-29,55.66,483
2020-01-30,56.12,487
2020-01-31,56.74,492
2020-02-01,56.98,494
2020-02-02,57.23,497
2020-02-03,57.35,498
2020-02-04,57.45,499
2020-02-05,57.54,499
2020-02-06,58.63,509
2020-02-07,59.2,514
2020-02-08,59.84,519
2020-02-09,60.09,521
2020-02-10,60.17,522
2020-02-11,60.27,523
2020-02-12,60.75,527
2020-02-13,61.26,532
2020-02-14,61.35,532
2020-02-15,61.51,534
2020-02-16,61.62,535
2020-02-17,61.76,536
2020-02-18,61.8,536
2020-02-19,61.93,537
2020-02-20,62.06,539
2020-02-21,62.18,540
2020-02-22,62.44,542
2020-02-23,62.69,544
2020-02-24,62.73,544
2020-02-25,62.83,545
2020-02-26,62.84,545
2020-02-27,62.79,545
2020-02-28,63.22,549
2020-02-29,63.38,550
2020-03-01,63.87,554
2020-03-02,63.99,555
2020-03-03,64.05,556
2020-03-04,64.19,557
2020-03-05,64.16,557
2020-03-06,64.16,557
2020-03-07,64.14,557
2020-03-08,64.04,556
2020-03-09,63.88,554
2020-03-10,63.85,554
2020-03-11,64.08,556
2020-03-12,64.07,556
2020-03-13,64.19,557
2020-03-14,64.25,558
2020-03-15,64.16,557
2020-03-16,64.33,558
2020-03-17,64.58,561
2020-03-18,64.57,560
2020-03-19,64.54,560
2020-03-20,64.47,560
2020-03-21,64.27,558
2020-03-22,64.17,557
2020-03-23,63.99,555
2020-03-24,63.81,554
2020-03-25,63.92,555
2020-03-26,64.05,556
2020-03-27,64.05,556
2020-03-28,64.05,556
2020-03-29,64.06,556
2020-03-30,64.51,560
2020-03-31,64.65,561
2020-04-01,64.59,561
2020-04-02,64.52,560
2020-04-03,65.13,565
2020-04-04,65.86,572
2020-04-05,66.18,574
2020-04-06,68.7,596
2020-04-07,69.86,606
2020-04-08,70.14,609
2020-04-09,70.32,610
2020-04-10,70.31,610
2020-04-11,70.35,611
2020-04-12,70.33,610
2020-04-13,70.25,610
2020-04-14,70.11,609
2020-04-15,70.07,608
2020-04-16,70.17,609
2020-04-17,70.1,608
2020-04-18,70.08,608
2020-04-19,70.03,608
2020-04-20,70.01,608
2020-04-21,69.9,607
2020-04-22,69.61,604
2020-04-23,69.52,603
2020-04-24,69.38,602
2020-04-25,69.22,601
2020-04-26,69.07,599
2020-04-27,69.02,599
2020-04-28,68.91,598
2020-04-29,68.78,597
2020-04-30,68.56,595
2020-05-01,68.57,595
2020-05-02,68.46,594
2020-05-03,68.54,595
2020-05-04,68.68,596
2020-05-05,69.05,599
2020-05-06,69.08,600
2020-05-07,69.31,602
2020-05-08,69.48,603
2020-05-09,69.39,602
2020-05-10,69.3,602
2020-05-11,69.27,601
2020-05-12,69.15,600
2020-05-13,69.04,599
2020-05-14,68.83,597
2020-05-15,68.71,596
2020-05-16,68.69,596
2020-05-17,68.51,595
2020-05-18,68.29,593
2020-05-19,68.13,591
2020-05-20,67.89,589
2020-05-21,67.76,588
2020-05-22,67.64,587
2020-05-23,67.65,587
2020-05-24,67.58,587
2020-05-25,67.42,585
2020-05-26,67.32,584
2020-05-27,67.14,583
2020-05-28,67.09,582
2020-05-29,67.02,582
2020-05-30,66.98,581
2020-05-31,66.88,580
2020-06-01,66.71,579
2020-06-02,66.61,578
2020-06-03,66.59,578
2020-06-04,66.68,579
2020-06-06,66.33,576
2020-06-07,66.1,574
2020-06-08,65.99,573
2020-06-09,65.85,572
2020-06-10,65.58,569
2020-06-11,65.39,568
2020-06-12,65.16,566
2020-06-13,64.96,564
2020-06-14,64.73,562
2020-06-15,64.74,562
2020-06-16,64.72,562
2020-06-17,64.62,561
2020-06-18,64.52,560
2020-06-19,64.78,562
2020-06-20,64.97,564
2020-06-21,64.9,563
2020-06-22,64.71,562
2020-06-23,64.6,561
2020-06-24,65.27,567
2020-06-25,65.46,568
2020-06-26,65.4,568
2020-06-27,65.3,567
2020-06-28,65.14,565
2020-06-29,65.01,564
2020-06-30,64.88,563
2020-07-01,64.64,561
2020-07-02,64.47,560
2020-07-03,64.28,558
2020-07-04,64.06,556
2020-07-05,63.84,554
2020-07-06,63.59,552
2020-07-07,63.36,550
2020-07-08,63.13,548
2020-07-09,62.85,545
2020-07-10,62.6,543
2020-07-11,62.34,541
2020-07-12,62.07,539
2020-07-13,61.86,537
2020-07-14,61.55,534
2020-07-15,61.34,532
2020-07-16,61.13,531
2020-07-17,60.92,529
2020-07-18,60.65,526
2020-07-19,60.44,524
2020-07-20,60.21,523
2020-07-21,60.01,521
2020-07-22,59.76,519
2020-07-23,59.52,517
2020-07-24,59.25,514
2020-07-25,59.02,512
2020-07-26,58.87,511
2020-07-27,58.52,508
2020-07-28,58.13,505
2020-07-29,57.85,502
2020-07-30,57.56,500
2020-08-01,56.91,494
2020-08-02,56.63,491
2020-08-03,56.38,489
2020-08-04,56.04,486
2020-08-05,55.73,484
2020-08-06,55.35,480
2020-08-07,55.02,477
2020-08-08,54.72,475
2020-08-09,54.4,472
2020-08-10,54.06,469
2020-08-11,53.7,466
2020-08-12,53.37,463
2020-08-13,53.03,460
2020-08-14,52.67,457
2020-08-15,52.3,454
2020-08-16,52.15,452
2020-08-17,51.81,450
2020-08-18,51.47,447
2020-08-19,51.11,443
2020-08-20,50.78,441
2020-08-21,50.65,440
2020-08-22,50.31,437
2020-08-23,49.99,434
2020-08-24,49.63,431
2020-08-25,49.25,427
2020-08-26,48.92,424
2020-08-27,48.61,422
2020-08-28,48.3,419
2020-08-29,47.94,416
2020-08-30,47.6,413
2020-08-31,47.25,410
2020-09-01,46.88,407
2020-09-02,46.55,404
2020-09-03,46.21,401
2020-09-04,45.85,398
2020-09-05,45.49,395
2020-09-06,45.12,391
2020-09-07,44.76,388
2020-09-08,44.44,386
2020-09-09,44.17,383
2020-09-10,43.79,380
2020-09-11,43.5,377
2020-09-12,43.14,374
2020-09-13,42.86,372
2020-09-14,42.57,369
2020-09-15,42.23,366
2020-09-16,41.88,363
2020-09-17,41.59,361
2020-09-18,41.21,357
2020-09-19,40.8,354
2020-09-20,40.51,351
2020-09-21,40.21,349
2020-09-22,39.9,346
2020-09-23,39.6,344
2020-09-24,39.25,340
2020-09-25,38.96,338
2020-09-26,38.6,335
2020-09-27,38.28,332
2020-09-28,37.93,329
2020-09-29,37.58,326
2020-09-30,37.32,324
2020-10-01,37.01,321
2020-10-02,36.71,318
2020-10-03,36.4,316
2020-10-04,36.06,313
2020-10-05,35.72,310
2020-10-06,35.36,307
2020-10-07,35.05,304
2020-10-08,34.73,301
2020-10-09,34.72,301
2020-10-10,34.6,300
2020-10-11,34.31,298
2020-10-12,34.05,295
2020-10-13,33.72,292
2020-10-14,33.43,290
2020-10-15,33.21,288
2020-10-16,32.96,286
2020-10-17,32.69,283
2020-10-18,32.44,281
2020-10-19,32.27,280
2020-10-20,32.03,278
2020-10-21,32.07,278
2020-10-22,31.85,276
2020-10-23,31.68,275
2020-10-24,31.4,272
2020-10-25,31.16,270
2020-10-26,30.89,268
2020-10-27,30.63,266
2020-10-28,30.38,263
2020-10-29,30.41,264
2020-10-30,30.23,262
2020-10-31,30.23,262
2020-11-01,30.02,260
2020-11-02,29.79,258
2020-11-03,29.59,257
2020-11-04,29.43,255
2020-11-05,29.4,255
2020-11-06,29.27,254
2020-11-07,29.08,252
2020-11-08,28.88,250
2020-11-09,28.65,248
2020-11-10,28.38,246
2020-11-11,28.19,244
2020-11-12,28,243
2020-11-13,27.8,241
2020-11-14,27.68,240
2020-11-15,27.7,240
2020-11-16,27.49,238
2020-11-17,27.28,236
2020-11-18,27.06,235
