"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-02",,,"9.3",,"5.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-03",,,"10.1",,"6.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-04",,,"10.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-05",,,"11.6",,"6.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-06",,,"11.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-07",,,"13.4",,"8.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-08","1.8",,"16.4",,"12.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-09","1.0",,"14.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-10","3.6",,"12.8",,"11.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-11","1.8",,"13.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-12","4.6",,"14.7",,"12.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-13","1.0",,"14.4",,"11.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-14","4.8","10.0","13.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-15","0.0",,"10.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-16",,,"10.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-17",,,"10.8",,"5.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-18",,,"10.3",,"8.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-19","0.8",,"10.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-20","0.3",,"8.3",,"5.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-21","0.5",,"10.4",,"4.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-22","0.0",,"10.8",,"5.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-23",,,"13.2",,"8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-24","0.0",,"16.5",,"11.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-25",,,"17.7",,"13.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-26",,,"15.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-27",,,"16.1",,"9.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-28",,,"18.7",,"13.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-29",,,"20.7",,"14.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-04-30",,,"20.1",,"14.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-01",,,"18.1",,"14.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-02","2.0",,"15.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-03","1.5",,"16.7",,"11.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-04","0.0",,"19.2",,"13.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-05","0.0",,"20.1",,"15.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-06","0.5",,"21.1",,"16.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-07","0.0",,"15.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-08",,,"13.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-09",,,"15.1",,"11.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-10","0.3",,"15.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-11","3.6",,"16.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-12","0.0",,"18.5",,"12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-13","0.0",,"18.2",,"14.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-14",,,"19.3",,"14.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-15",,,"21.4",,"17.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-16",,,"21.6",,"17.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-17",,,"18.6",,"15.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-18",,,"18.3",,"15.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-19",,,"22.0",,"17.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-20",,,"23.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-21",,,"23.3",,"18.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-22",,,"22.8",,"18.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-23",,,"22.5",,"19.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-24","22.4",,"18.8",,"16.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-25","4.8",,"19.6",,"16.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-26","0.3",,"21.4",,"16.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-27","0.0",,"23.6",,"17.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-28",,,"26.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-29",,,"25.0",,"20.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-30",,,"24.0",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-05-31",,,"24.8",,"20.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-01",,,"23.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-02",,,"22.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-03",,,"23.5",,"19.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-04","0.3",,"22.7",,"20.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-05","0.0",,"23.0",,"19.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-06",,,"23.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-07",,,"24.4",,"19.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-08",,,"25.1",,"19.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-09",,,"24.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-10",,,"24.4",,"21.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-11",,,"23.9",,"21.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-12",,,"22.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-13",,,"24.9",,"21.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-14",,,"25.0",,"21.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-15",,,"24.9",,"21.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-16",,,"25.9",,"21.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-17",,,"26.6",,"23.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-18",,,"26.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-19","0.3",,"24.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-20","0.0",,"23.3",,"21.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-21","0.3",,"23.8",,"20.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-22","0.0",,"26.4",,"22.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-23",,,"26.9",,"22.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-24",,,"27.6",,"21.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-25",,,"27.6",,"23.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-26",,,"27.7",,"24.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-27",,,"27.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-28",,,"25.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-29","0.0",,"24.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-06-30","0.0",,"22.8",,"18.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-01",,,"23.8",,"18.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-02",,,"25.6",,"21.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-03",,,"26.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-04",,,"27.1",,"23.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-05",,,"26.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-06",,,"25.2",,"21.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-07",,,"26.4",,"21.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-08",,,"26.7",,"20.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-09",,,"27.9",,"23.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-10",,,"25.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-11","1.0",,"20.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-12","5.1",,"21.6",,"16.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-13","0.5",,"22.7",,"17.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-14","0.0",,"20.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-15","2.8",,"20.4",,"18.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-16","0.5",,"22.9",,"16.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-17","0.0",,"23.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-18","0.3",,"24.8",,"19.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-19","0.0",,"25.2",,"20.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-20",,,"25.7",,"21.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-21",,,"25.8",,"21.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-22",,,"26.2",,"21.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-23",,,"26.6",,"21.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-24",,,"23.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-25",,,"23.9",,"19.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-26",,,"25.1",,"20.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-27",,,"25.6",,"20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-28",,,"26.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-29",,,"26.2",,"22.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-30","0.0",,"26.1",,"23.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-07-31",,,"27.0",,"22.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-01",,,"27.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-02",,,"27.0",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-03",,,"27.1",,"21.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-04",,,"25.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-05",,,"24.4",,"20.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-06",,,"24.8",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-07",,,"25.6",,"20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-08",,,"26.0",,"20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-09",,,"25.7",,"20.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-10",,,"26.3",,"21.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-11",,,"26.2",,"22.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-12",,,"26.4",,"23.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-13",,,"26.0",,"21.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-14",,,"25.5",,"22.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-15","0.0",,"26.1",,"23.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-16",,,"24.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-17",,,"20.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-18",,,"21.4",,"17.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-19","0.0",,"22.7",,"18.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-20",,,"24.1",,"19.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-21",,,"22.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-22",,,"25.3",,"21.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-23",,,"25.7",,"21.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-24",,,"26.0",,"22.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-25",,,"26.8",,"23.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-26",,,"27.1",,"24.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-27",,,"26.7",,"23.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-28",,,"25.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-29",,,"24.8",,"21.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-30",,,"24.4",,"21.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-08-31",,,"23.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-01",,,"24.3",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-02",,,"24.8",,"21.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-03",,,"25.2",,"22.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-04",,,"25.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-05",,,"24.2",,"21.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-06",,,"23.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-07",,,"22.8",,"18.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-08",,,"23.6",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-09",,,"23.3",,"19.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-10",,,"23.8",,"19.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-11",,,"24.1",,"20.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-12",,,"23.6",,"19.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-13",,,"23.2",,"19.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-14",,,"23.4",,"19.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-15",,,"22.3",,"19.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-16",,,"21.4",,"18.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-17",,,"21.2",,"16.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-18",,,"23.6",,"17.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-19",,,"22.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-20",,,"17.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-21",,,"16.9",,"14.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-22","0.0",,"17.3",,"12.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-23",,,"17.6",,"12.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-24",,,"20.3",,"14.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-25","1.3",,"20.6",,"17.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-26","0.0",,"20.8",,"17.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-27","2.3",,"21.0",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-28","0.0",,"20.1",,"16.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-29",,,"19.8",,"14.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-09-30",,,"20.3",,"15.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-01",,,"21.9",,"16.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-02",,,"22.6",,"18.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-03",,,"23.5",,"17.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-04",,,"24.9",,"20.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-05","14.5","20.0","18.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-06","6.6","10.0","16.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-07","0.0",,"17.3",,"12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-08","3.3",,"15.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-09","5.1",,"17.5",,"13.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-10","0.0",,"18.1",,"14.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-11",,,"18.9",,"16.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-12",,,"19.1",,"16.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-13",,,"19.3",,"14.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-14",,,"19.4",,"15.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-15",,,"18.3",,"16.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-16",,,"19.2",,"16.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-17",,,"20.0",,"17.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-18",,,"19.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-19",,,"18.5",,"14.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-20",,,"18.4",,"15.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-21",,,"19.2",,"15.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-22",,,"18.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-23",,,"17.8",,"14.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-24",,,"17.9",,"13.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-25",,,"17.7",,"13.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-26",,,"17.9",,"15.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-27",,,"17.3",,"15.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-28",,,"17.3",,"14.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-29",,,"17.1",,"14.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-30",,,"16.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-10-31",,,"16.1",,"14.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-01","6.4","10.0","13.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-02","1.8",,"12.8",,"9.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-03","0.0",,"14.7",,"9.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-04",,,"18.7",,"12.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-05",,,"21.1",,"17.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-06",,,"20.8",,"16.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-07",,,"19.6",,"15.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-08",,,"19.3",,"14.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-09",,,"19.1",,"14.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-10",,,"18.3",,"13.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-11",,,"18.9",,"15.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-12",,,"18.2",,"13.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-13",,,"20.4",,"13.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-14",,,"16.9",,"14.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-15",,,"16.7",,"12.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-16",,,"16.6",,"11.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-17",,,"16.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-18",,,"16.2",,"11.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-19",,,"16.3",,"11.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-20",,,"15.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-21",,,"15.4",,"11.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-22",,,"14.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-23","0.3",,"15.2",,"12.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-24","1.0",,"14.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-25","0.0",,"15.2",,"12.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-26","0.5",,"15.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-27","8.6","10.0","12.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-28","0.0",,"15.0",,"11.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-29","1.5",,"16.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-11-30","2.0",,"16.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-01","15.7","10.0","9.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-02","1.3",,"9.8",,"6.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-03","0.0",,"11.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-04","3.0",,"7.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-05","4.3",,"7.7",,"4.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-06","0.3",,"8.0",,"4.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-07","0.0",,"9.6",,"5.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-08","1.0",,"9.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-09","0.0",,"9.4","13.6","5.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-10",,,"10.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-11",,,"10.6",,"6.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-12","0.0",,"12.4",,"8.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-13","0.5",,"13.1",,"11.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-14","1.3",,"14.7",,"10.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-15","0.0",,"11.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-16","0.8",,"10.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-17","0.0",,"11.1",,"6.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-18",,,"11.9",,"7.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-19",,,"12.2",,"8.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-20",,,"12.2",,"7.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-21",,,"15.1",,"10.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-22",,,"17.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-23","0.8",,"15.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-24","0.5",,"11.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-25","7.9",,"10.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-26","0.0",,"9.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-27","1.8",,"7.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-28","2.5",,"5.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-29","12.2","10.0","5.4",,"3.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-30","8.4","10.0","7.8",,"4.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2019-12-31","6.6",,"7.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-01",,,"7.0",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-02","9.1","10.0","5.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-03","7.9",,"6.3",,"2.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-04","0.0",,"7.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-05",,,"6.7",,"3.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-06","4.6",,"7.1",,"5.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2020-01-07","76.2","20.0","6.1",,
