DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER,DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
2012-01-27,65.8,572,27.01.2012,Overcast,5.54,1,-1,08:20:00,18:14:00,10:4:00,22:48:00,36,89,1022
2012-01-28,66.24,575,28.01.2012,Cloudy,1.25,5,2,08:19:00,18:15:00,10:29:00,23:48:00,28,85,1029
2012-01-29,66.54,578,29.01.2012,Blizzard,0.52,4,2,08:18:00,18:16:00,10:56:00,,35,77,1027
2012-01-30,66.81,580,30.01.2012,Overcast,1.05,2,-1,08:17:00,18:17:00,11:26:00,12:47:00,38,80,1026
2012-01-31,66.94,582,31.01.2012,Overcast,1.35,1,-2,08:16:00,18:19:00,11:58:00,1:45:00,35,82,1024
2012-02-01,67.1,583,02.01.2012,Sunny,0.06,7,5,08:29:00,17:47:00,0:55:00,2:1:00,8,64,1026
2012-02-02,67.14,583,02.02.2012,Cloudy,0.37,1,-1,08:14:00,18:21:00,13:17:00,3:39:00,20,78,1025
2012-02-03,67.32,585,02.03.2012,Partly cloudy,0.69,6,2,07:37:00,18:57:00,0:49:00,3:12:00,21,74,1020
2012-02-04,67.22,584,02.04.2012,Sunny,0.9,9,5,06:45:00,19:31:00,14:42:00,3:50:00,9,75,1017
2012-02-05,67.53,587,02.05.2012,Sunny,0.0,17,14,06:01:00,20:2:00,15:50:00,3:22:00,17,74,1011
2012-02-06,68.23,593,02.06.2012,Sunny,0.0,22,19,05:34:00,20:31:00,18:21:00,3:38:00,12,68,1017
2012-02-07,69.38,603,02.07.2012,Sunny,0.0,25,23,05:37:00,20:40:00,19:24:00,4:3:00,33,61,1017
2012-02-08,72.75,632,02.08.2012,Sunny,0.0,27,25,06:01:00,20:19:00,20:12:00,6:17:00,13,68,1010
2012-02-09,74.53,647,02.09.2012,Sunny,0.01,25,22,06:32:00,19:35:00,20:10:00,8:22:00,33,73,1020
2012-02-10,75.44,655,02.10.2012,Sunny,0.0,23,21,07:02:00,18:44:00,19:44:00,9:12:00,6,84,1016
2012-02-11,75.76,658,02.11.2012,Sunny,4.18,23,19,07:37:00,17:59:00,20:28:00,10:42:00,17,70,1010
2012-02-12,76.14,661,02.12.2012,Partly cloudy,3.14,16,14,08:11:00,17:37:00,21:6:00,10:48:00,15,76,1012
2012-02-13,76.89,668,13.02.2012,Partly cloudy,0.9,9,4,08:02:00,18:35:00,12:12:00,10:43:00,12,73,1015
2012-02-14,78.64,683,14.02.2012,Cloudy,4.03,7,4,08:01:00,18:36:00,1:24:00,11:26:00,16,92,1012
2012-02-15,80.9,703,15.02.2012,Overcast,3.21,5,2,08:00:00,18:37:00,2:32:00,0:14:00,17,88,1008
2012-02-16,82.34,715,16.02.2012,Partly cloudy,1.49,6,5,07:58:00,18:39:00,3:36:00,13:10:00,12,75,1005
2012-02-17,83.3,724,17.02.2012,Overcast,1.75,3,0,07:57:00,18:40:00,4:32:00,14:10:00,34,79,1012
2012-02-18,83.49,725,18.02.2012,Sunny,0.03,2,0,07:56:00,18:41:00,5:22:00,15:16:00,10,63,1021
2012-02-19,84.0,730,19.02.2012,Sunny,0.0,4,2,07:54:00,18:42:00,6:3:00,16:21:00,11,64,1027
2012-02-20,84.39,733,20.02.2012,Sunny,0.0,7,3,07:53:00,18:43:00,6:39:00,17:27:00,12,63,1032
2012-02-21,84.77,736,21.02.2012,Sunny,0.0,8,4,07:52:00,18:45:00,7:10:00,18:31:00,9,65,1032
2012-02-22,85.07,739,22.02.2012,Sunny,0.0,8,5,07:50:00,18:46:00,7:39:00,19:34:00,20,75,1029
2012-02-23,85.43,742,23.02.2012,Sunny,0.0,7,5,07:49:00,18:47:00,8:5:00,20:35:00,17,84,1024
2012-02-24,85.78,745,24.02.2012,Partly cloudy,0.0,7,5,07:47:00,18:48:00,8:31:00,21:35:00,10,83,1017
2012-02-25,85.98,747,25.02.2012,Partly cloudy,1.27,9,5,07:46:00,18:49:00,8:58:00,22:34:00,17,84,1014
2012-02-26,86.29,750,26.02.2012,Sunny,1.62,9,7,07:44:00,18:51:00,9:27:00,23:33:00,5,85,1010
2012-02-27,86.54,752,27.02.2012,Overcast,2.47,7,3,07:43:00,18:52:00,9:58:00,,33,86,1008
2012-02-28,87.94,764,28.02.2012,Overcast,0.0,2,1,07:41:00,18:53:00,10:32:00,12:31:00,35,71,1013
2012-03-01,88.89,772,03.01.2012,Sunny,0.0,9,6,08:29:00,17:48:00,13:26:00,2:59:00,11,64,1025
2012-03-02,88.99,773,03.02.2012,Partly cloudy,0.0,6,1,08:13:00,18:22:00,14:6:00,4:33:00,16,82,1027
2012-03-03,89.19,775,03.03.2012,Cloudy,2.69,7,3,07:35:00,18:58:00,13:46:00,3:59:00,25,82,1016
2012-03-04,89.85,780,03.04.2012,Sunny,0.0,12,8,06:44:00,19:32:00,15:51:00,4:22:00,7,69,1019
2012-03-05,90.05,782,03.05.2012,Partly cloudy,0.0,17,13,05:59:00,20:3:00,17:2:00,3:54:00,12,76,1007
2012-03-06,90.22,784,03.06.2012,Sunny,0.03,24,20,05:34:00,20:32:00,19:34:00,4:25:00,8,67,1017
2012-03-07,90.52,786,03.07.2012,Sunny,0.0,26,22,05:37:00,20:40:00,20:18:00,5:8:00,20,65,1016
2012-03-08,90.57,787,03.08.2012,Sunny,3.24,27,24,06:02:00,20:18:00,20:44:00,7:26:00,11,75,1011
2012-03-09,90.73,788,03.09.2012,Sunny,0.0,25,22,06:33:00,19:33:00,20:39:00,9:24:00,31,71,1017
2012-03-10,90.77,788,03.10.2012,Sunny,0.0,24,22,07:03:00,18:42:00,20:19:00,10:10:00,7,78,1014
2012-03-11,90.86,789,03.11.2012,Sunny,0.03,20,18,07:38:00,17:57:00,21:20:00,11:29:00,14,79,1016
2012-03-12,90.99,790,03.12.2012,Sunny,3.6,16,14,08:12:00,17:36:00,22:5:00,11:24:00,26,77,1002
2012-03-13,92.15,800,13.03.2012,Overcast,0.0,6,5,07:19:00,19:9:00,12:21:00,10:12:00,34,81,1017
2012-03-14,92.6,804,14.03.2012,Cloudy,0.0,7,5,07:17:00,19:10:00,1:29:00,11:6:00,17,80,1019
2012-03-15,92.83,806,15.03.2012,Partly cloudy,2.24,7,4,07:16:00,19:11:00,2:28:00,0:6:00,18,80,1022
2012-03-16,93.1,809,16.03.2012,Sunny,0.53,6,4,07:14:00,19:12:00,3:20:00,13:10:00,15,58,1030
2012-03-17,93.11,809,17.03.2012,Sunny,0.0,9,5,07:12:00,19:13:00,4:3:00,14:14:00,16,61,1030
2012-03-18,93.06,808,18.03.2012,Sunny,0.0,11,8,07:11:00,19:15:00,4:40:00,15:19:00,15,65,1028
2012-03-19,92.94,807,19.03.2012,Sunny,0.0,12,9,07:09:00,19:16:00,5:12:00,16:22:00,17,72,1027
2012-03-20,92.9,807,20.03.2012,Sunny,0.0,11,8,07:07:00,19:17:00,5:41:00,17:25:00,17,83,1030
2012-03-21,92.89,807,21.03.2012,Sunny,0.16,10,8,07:06:00,19:18:00,6:8:00,18:25:00,5,78,1030
2012-03-22,92.84,807,22.03.2012,Sunny,0.0,11,9,07:04:00,19:19:00,6:34:00,19:25:00,12,75,1029
2012-03-23,92.73,806,23.03.2012,Sunny,0.0,11,9,07:02:00,19:20:00,7:1:00,20:24:00,6,77,1027
2012-03-24,92.69,805,24.03.2012,Sunny,0.0,13,9,07:01:00,19:21:00,7:29:00,21:23:00,7,68,1022
2012-03-25,92.62,805,25.03.2012,Sunny,0.0,13,10,06:59:00,19:22:00,7:59:00,22:21:00,14,71,1020
2012-03-26,92.51,804,26.03.2012,Sunny,0.09,11,7,06:57:00,19:23:00,8:32:00,23:18:00,21,73,1018
2012-03-27,92.46,803,27.03.2012,Sunny,0.0,9,6,06:56:00,19:24:00,9:10:00,,13,61,1022
2012-03-28,92.41,803,28.03.2012,Patchy rain possible,0.67,10,7,06:54:00,19:25:00,9:53:00,12:12:00,10,72,1018
2012-03-29,92.27,802,29.03.2012,Sunny,0.0,13,8,06:52:00,19:26:00,10:41:00,1:4:00,21,68,1015
2012-03-30,92.14,800,30.03.2012,Partly cloudy,6.49,11,9,06:50:00,19:27:00,11:35:00,1:52:00,29,76,1006
2012-03-31,92.2,801,31.03.2012,Sunny,0.0,12,8,06:49:00,19:29:00,0:33:00,2:35:00,18,66,1009
2012-04-01,92.1,800,04.01.2012,Sunny,0.0,9,7,08:29:00,17:49:00,14:0:00,3:58:00,12,67,1022
2012-04-02,92.34,802,04.02.2012,Partly cloudy,0.0,9,6,08:12:00,18:24:00,15:2:00,5:23:00,14,81,1026
2012-04-03,92.48,803,04.03.2012,Partly cloudy,0.05,7,4,07:34:00,18:59:00,14:49:00,4:41:00,13,67,1021
2012-04-04,92.49,803,04.04.2012,Sunny,0.06,15,11,06:42:00,19:33:00,17:1:00,4:54:00,11,65,1018
2012-04-05,92.54,804,04.05.2012,Partly cloudy,0.0,17,14,05:58:00,20:4:00,18:16:00,4:27:00,4,79,1006
2012-04-06,92.59,804,04.06.2012,Sunny,0.0,23,20,05:33:00,20:32:00,20:41:00,5:20:00,6,68,1012
2012-04-07,92.55,804,04.07.2012,Sunny,0.0,27,22,05:38:00,20:39:00,21:3:00,6:17:00,5,66,1012
2012-04-08,92.44,803,04.08.2012,Sunny,1.92,28,24,06:03:00,20:16:00,21:14:00,8:31:00,9,72,1011
2012-04-09,92.63,805,04.09.2012,Sunny,0.0,25,22,06:34:00,19:32:00,21:10:00,10:24:00,29,74,1014
2012-04-10,93.16,809,04.10.2012,Sunny,1.34,23,21,07:04:00,18:41:00,20:59:00,11:6:00,14,79,1013
2012-04-11,93.33,811,04.11.2012,Partly cloudy,0.0,20,18,07:39:00,17:56:00,22:15:00,0:10:00,7,74,1017
2012-04-12,93.52,812,04.12.2012,Overcast,6.81,13,6,08:13:00,17:36:00,23:5:00,11:56:00,28,82,1005
2012-04-13,93.69,814,13.04.2012,Partly cloudy,0.0,14,11,06:28:00,19:42:00,2:1:00,0:7:00,9,76,1008
2012-04-14,93.63,813,14.04.2012,Sunny,2.81,16,13,06:26:00,19:43:00,2:41:00,13:13:00,14,78,1002
2012-04-15,94.86,824,15.04.2012,Sunny,1.97,15,12,06:25:00,19:44:00,3:15:00,14:16:00,30,73,1002
2012-04-16,95.28,828,16.04.2012,Sunny,0.37,16,12,06:23:00,19:46:00,3:45:00,15:19:00,24,71,1010
2012-04-17,95.34,828,17.04.2012,Partly cloudy,0.0,16,13,06:21:00,19:47:00,4:12:00,16:19:00,15,67,1009
2012-04-18,95.32,828,18.04.2012,Partly cloudy,4.47,16,12,06:20:00,19:48:00,4:38:00,17:19:00,19,69,992
2012-04-19,95.34,828,19.04.2012,Partly cloudy,0.23,15,11,06:18:00,19:49:00,5:5:00,18:17:00,28,77,1002
2012-04-20,95.35,828,20.04.2012,Sunny,0.93,16,12,06:17:00,19:50:00,5:32:00,19:16:00,28,66,1007
2012-04-21,95.69,831,21.04.2012,Sunny,1.48,15,12,06:16:00,19:51:00,6:1:00,20:14:00,19,72,1008
2012-04-22,95.52,830,22.04.2012,Sunny,0.27,14,11,06:14:00,19:52:00,6:33:00,21:11:00,12,74,1014
2012-04-23,95.46,829,23.04.2012,Sunny,0.0,15,12,06:13:00,19:53:00,7:10:00,22:6:00,8,69,1015
2012-04-24,95.36,828,24.04.2012,Partly cloudy,0.0,17,13,06:11:00,19:54:00,7:51:00,22:59:00,10,65,1014
2012-04-25,95.27,828,25.04.2012,Sunny,0.0,19,14,06:10:00,19:55:00,8:37:00,23:48:00,9,65,1013
2012-04-26,95.16,827,26.04.2012,Sunny,0.0,16,12,06:08:00,19:56:00,9:29:00,,12,73,1016
2012-04-27,95.01,825,27.04.2012,Sunny,1.38,16,12,06:07:00,19:57:00,10:25:00,12:31:00,19,73,1017
2012-04-28,94.96,825,28.04.2012,Sunny,4.05,17,12,06:06:00,19:58:00,11:25:00,1:11:00,22,80,1017
2012-04-29,94.81,824,29.04.2012,Sunny,0.07,16,12,06:04:00,19:59:00,0:27:00,1:47:00,21,81,1017
2012-04-30,94.63,822,30.04.2012,Sunny,0.0,16,13,06:03:00,20:0:00,13:33:00,2:20:00,16,78,1015
2012-05-01,94.51,821,05.01.2012,Sunny,0.0,10,7,08:29:00,17:50:00,14:39:00,4:55:00,19,71,1013
2012-05-02,94.37,820,05.02.2012,Sunny,0.0,10,6,08:11:00,18:25:00,16:3:00,6:8:00,13,75,1022
2012-05-03,94.21,818,05.03.2012,Cloudy,0.0,8,4,07:32:00,19:0:00,15:55:00,5:20:00,12,69,1019
2012-05-04,94.08,817,05.04.2012,Sunny,0.61,14,12,06:40:00,19:34:00,18:14:00,5:26:00,7,71,1015
2012-05-05,93.92,816,05.05.2012,Sunny,2.5,19,15,05:57:00,20:5:00,19:33:00,5:6:00,10,75,1009
2012-05-06,93.86,815,05.06.2012,Sunny,0.06,24,21,05:33:00,20:33:00,21:40:00,6:22:00,7,65,1008
2012-05-07,93.66,814,05.07.2012,Sunny,0.0,28,25,05:38:00,20:39:00,21:42:00,7:29:00,9,66,1010
2012-05-08,93.48,812,05.08.2012,Sunny,0.0,29,25,06:04:00,20:15:00,21:42:00,9:36:00,15,72,1013
2012-05-09,93.34,811,05.09.2012,Sunny,0.24,25,22,06:35:00,19:30:00,21:44:00,11:24:00,28,77,1013
2012-05-10,93.11,809,05.10.2012,Sunny,0.0,23,20,07:05:00,18:39:00,21:44:00,11:59:00,14,75,1016
2012-05-11,92.95,807,05.11.2012,Sunny,0.0,20,18,07:40:00,17:55:00,23:13:00,0:48:00,18,72,1014
2012-05-12,92.7,805,05.12.2012,Sunny,3.04,13,7,08:14:00,17:36:00,,0:25:00,18,63,1005
2012-05-13,92.59,804,13.05.2012,Partly cloudy,0.37,18,15,05:48:00,20:13:00,1:47:00,13:11:00,9,86,1010
2012-05-14,92.35,802,14.05.2012,Cloudy,0.04,17,14,05:47:00,20:14:00,2:15:00,14:12:00,24,86,1012
2012-05-15,92.12,800,15.05.2012,Sunny,0.0,21,15,05:46:00,20:15:00,2:42:00,15:13:00,11,76,1007
2012-05-16,92.01,799,16.05.2012,Partly cloudy,0.0,19,16,05:45:00,20:16:00,3:8:00,16:11:00,19,72,1007
2012-05-17,91.9,798,17.05.2012,Sunny,2.42,19,16,05:45:00,20:17:00,3:35:00,17:10:00,12,76,1006
2012-05-18,91.67,796,18.05.2012,Sunny,0.0,18,15,05:43:00,20:19:00,4:35:00,19:5:00,10,81,1011
2012-05-19,91.79,797,19.05.2012,Sunny,0.0,18,15,05:43:00,20:19:00,4:35:00,19:5:00,10,81,1011
2012-05-20,91.63,796,20.05.2012,Partly cloudy,4.06,18,15,05:42:00,20:20:00,5:10:00,20:1:00,7,80,1013
2012-05-21,91.71,797,21.05.2012,Sunny,0.72,19,15,05:41:00,20:21:00,5:50:00,20:55:00,8,80,1014
2012-05-22,91.5,795,22.05.2012,Sunny,3.54,22,17,05:40:00,20:22:00,6:34:00,21:45:00,10,70,1008
2012-05-23,91.34,793,23.05.2012,Sunny,0.09,20,17,05:40:00,20:23:00,7:25:00,22:30:00,13,71,1009
2012-05-24,91.14,792,24.05.2012,Partly cloudy,0.0,20,17,05:39:00,20:24:00,8:19:00,23:11:00,12,71,1009
2012-05-25,90.99,790,25.05.2012,Partly cloudy,5.84,18,16,05:38:00,20:24:00,9:18:00,23:48:00,19,82,1010
2012-05-26,90.96,790,26.05.2012,Sunny,0.07,18,16,05:38:00,20:25:00,10:19:00,,12,82,1015
2012-05-27,90.86,789,27.05.2012,Sunny,1.28,20,16,05:37:00,20:26:00,11:22:00,12:21:00,14,79,1014
2012-05-28,90.71,788,28.05.2012,Partly cloudy,2.6,19,17,05:36:00,20:27:00,0:26:00,12:52:00,18,77,1009
2012-05-29,90.57,787,29.05.2012,Partly cloudy,0.12,20,17,05:36:00,20:28:00,13:33:00,1:22:00,15,69,1011
2012-05-30,90.38,785,30.05.2012,Sunny,1.45,20,17,05:35:00,20:29:00,14:41:00,1:52:00,8,71,1014
2012-05-31,90.22,784,31.05.2012,Sunny,0.0,21,18,05:35:00,20:29:00,15:53:00,2:23:00,6,71,1015
2012-06-01,90.0,782,06.01.2012,Partly cloudy,0.0,12,9,08:29:00,17:51:00,15:25:00,5:51:00,27,68,997
2012-06-02,89.76,780,06.02.2012,Sunny,0.0,8,5,08:10:00,18:26:00,17:8:00,6:49:00,23,76,1016
2012-06-03,89.56,778,06.03.2012,Partly cloudy,0.0,7,4,07:31:00,19:1:00,17:4:00,5:55:00,24,76,1022
2012-06-04,89.34,776,06.04.2012,Sunny,0.34,16,12,06:39:00,19:35:00,19:29:00,5:59:00,18,70,1008
2012-06-05,89.01,773,06.05.2012,Sunny,0.0,19,16,05:56:00,20:6:00,20:48:00,5:50:00,9,76,1012
2012-06-06,88.75,771,06.06.2012,Partly cloudy,1.75,22,19,05:33:00,20:33:00,22:29:00,7:31:00,14,74,1008
2012-06-07,88.51,769,06.07.2012,Sunny,0.34,26,23,05:39:00,20:39:00,22:15:00,8:38:00,20,75,1011
2012-06-08,88.18,766,06.08.2012,Sunny,0.0,29,25,06:05:00,20:14:00,22:10:00,10:37:00,13,73,1013
2012-06-09,87.95,764,06.09.2012,Sunny,0.0,25,22,06:36:00,19:28:00,22:21:00,0:20:00,17,78,1011
2012-06-10,87.6,761,06.10.2012,Sunny,0.0,23,21,07:06:00,18:37:00,22:33:00,0:48:00,22,76,1020
2012-06-11,87.29,758,06.11.2012,Partly cloudy,3.89,21,18,07:41:00,17:54:00,,13:22:00,21,75,1012
2012-06-12,86.95,755,06.12.2012,Cloudy,1.44,10,8,08:15:00,17:36:00,12:7:00,0:55:00,18,82,1006
2012-06-13,86.68,753,13.06.2012,Sunny,0.0,27,23,05:32:00,20:37:00,1:39:00,15:2:00,5,66,1008
2012-06-14,86.47,751,14.06.2012,Sunny,0.0,26,22,05:32:00,20:38:00,2:6:00,16:1:00,15,66,1010
2012-06-15,86.1,748,15.06.2012,Sunny,0.0,25,21,05:32:00,20:38:00,2:36:00,16:58:00,21,76,1017
2012-06-16,85.73,745,16.06.2012,Sunny,0.0,25,21,05:32:00,20:38:00,3:10:00,17:55:00,35,72,1019
2012-06-17,85.34,741,17.06.2012,Sunny,0.0,24,21,05:32:00,20:39:00,3:48:00,18:50:00,38,65,1019
2012-06-18,85.08,739,18.06.2012,Sunny,0.0,25,21,05:32:00,20:39:00,4:31:00,19:41:00,37,67,1017
2012-06-19,84.77,736,19.06.2012,Sunny,0.0,26,22,05:32:00,20:39:00,5:20:00,20:28:00,36,71,1013
2012-06-20,84.45,734,20.06.2012,Sunny,0.0,26,22,05:32:00,20:40:00,6:14:00,21:12:00,37,68,1012
2012-06-21,84.11,731,21.06.2012,Sunny,0.0,26,22,05:32:00,20:40:00,7:12:00,21:50:00,29,67,1010
2012-06-22,83.66,727,22.06.2012,Sunny,0.0,27,22,05:33:00,20:40:00,8:12:00,22:24:00,25,68,1011
2012-06-23,83.3,724,23.06.2012,Sunny,0.0,27,23,05:33:00,20:40:00,9:16:00,22:56:00,18,72,1013
2012-06-24,82.98,721,24.06.2012,Sunny,0.0,27,22,05:33:00,20:40:00,10:19:00,23:26:00,26,78,1013
2012-06-25,82.63,718,25.06.2012,Sunny,0.0,26,22,05:34:00,20:40:00,11:24:00,23:55:00,22,77,1012
2012-06-26,82.31,715,26.06.2012,Sunny,0.0,27,23,05:34:00,20:40:00,0:30:00,,12,75,1011
2012-06-27,81.95,712,27.06.2012,Partly cloudy,2.86,24,22,05:34:00,20:40:00,13:39:00,12:25:00,27,75,1014
2012-06-28,81.67,709,28.06.2012,Sunny,0.0,24,21,05:35:00,20:40:00,14:49:00,12:57:00,25,65,1015
2012-06-29,81.26,706,29.06.2012,Sunny,0.0,26,21,05:35:00,20:40:00,16:1:00,1:34:00,22,61,1015
2012-06-30,80.96,703,30.06.2012,Sunny,0.0,26,22,05:36:00,20:40:00,17:13:00,2:15:00,25,65,1016
2012-07-01,80.54,700,07.01.2012,Cloudy,1.06,7,5,08:29:00,17:52:00,16:17:00,6:44:00,20,78,1019
2012-07-02,80.16,696,07.02.2012,Partly cloudy,1.93,7,5,08:09:00,18:27:00,18:16:00,7:26:00,24,86,1006
2012-07-03,79.78,693,07.03.2012,Sunny,0.0,8,3,07:29:00,19:2:00,18:14:00,6:27:00,20,72,1027
2012-07-04,79.44,690,07.04.2012,Sunny,0.87,15,12,06:37:00,19:36:00,20:45:00,6:35:00,16,77,1005
2012-07-05,79.09,687,07.05.2012,Sunny,0.01,19,17,05:55:00,20:7:00,21:59:00,6:41:00,7,71,1015
2012-07-06,78.81,685,07.06.2012,Sunny,0.67,21,18,05:32:00,20:34:00,23:11:00,8:41:00,10,69,1013
2012-07-07,78.44,681,07.07.2012,Sunny,0.0,28,23,05:40:00,20:39:00,22:45:00,9:45:00,11,69,1010
2012-07-08,78.2,679,07.08.2012,Sunny,0.0,30,25,06:06:00,20:13:00,22:39:00,11:38:00,17,67,1013
2012-07-09,77.8,676,07.09.2012,Cloudy,0.12,24,22,06:37:00,19:27:00,23:3:00,13:15:00,31,76,1015
2012-07-10,77.48,673,07.10.2012,Sunny,0.0,23,20,07:07:00,18:36:00,23:27:00,13:33:00,10,74,1014
2012-07-11,77.16,670,07.11.2012,Light rain,6.65,17,14,07:43:00,17:53:00,12:13:00,13:54:00,23,82,1017
2012-07-12,76.81,667,07.12.2012,Overcast,3.94,9,7,08:16:00,17:36:00,1:11:00,13:25:00,19,83,1012
2012-07-13,76.49,664,13.07.2012,Sunny,0.01,29,25,05:44:00,20:36:00,1:10:00,15:47:00,15,68,1010
2012-07-14,76.14,661,14.07.2012,Sunny,0.0,29,25,05:44:00,20:35:00,1:47:00,16:42:00,19,73,1012
2012-07-15,75.79,658,15.07.2012,Sunny,0.0,29,25,05:45:00,20:35:00,2:28:00,17:35:00,18,68,1012
2012-07-16,75.42,655,16.07.2012,Sunny,0.0,29,25,05:46:00,20:34:00,3:14:00,18:24:00,13,67,1009
2012-07-17,75.05,652,17.07.2012,Sunny,0.26,27,24,05:47:00,20:33:00,4:6:00,19:9:00,32,78,1014
2012-07-18,74.78,650,18.07.2012,Sunny,0.0,26,23,05:48:00,20:33:00,5:3:00,19:50:00,33,66,1015
2012-07-19,74.32,646,19.07.2012,Sunny,0.0,27,24,05:49:00,20:32:00,6:4:00,20:26:00,34,65,1014
2012-07-20,73.91,642,20.07.2012,Sunny,0.04,27,24,05:49:00,20:31:00,7:7:00,20:59:00,28,76,1012
2012-07-21,73.57,639,21.07.2012,Sunny,0.0,27,24,05:50:00,20:30:00,8:11:00,21:30:00,27,77,1011
2012-07-22,73.25,636,22.07.2012,Sunny,0.0,28,24,05:51:00,20:30:00,9:17:00,22:0:00,24,76,1009
2012-07-23,72.88,633,23.07.2012,Sunny,0.0,28,25,05:52:00,20:29:00,10:23:00,22:29:00,22,82,1011
2012-07-24,72.56,630,24.07.2012,Sunny,0.0,29,25,05:53:00,20:28:00,11:31:00,23:1:00,18,81,1012
2012-07-25,72.17,627,25.07.2012,Sunny,0.0,29,25,05:54:00,20:27:00,0:39:00,23:35:00,17,81,1009
2012-07-26,71.83,624,26.07.2012,Sunny,0.04,28,25,05:55:00,20:26:00,13:50:00,,18,85,1007
2012-07-27,71.56,622,27.07.2012,Sunny,0.0,29,25,05:56:00,20:25:00,14:59:00,12:14:00,20,79,1007
2012-07-28,71.22,619,28.07.2012,Sunny,0.35,29,25,05:57:00,20:24:00,16:7:00,12:59:00,19,73,1007
2012-07-29,70.88,616,29.07.2012,Sunny,0.0,27,25,05:57:00,20:23:00,17:10:00,1:52:00,14,80,1008
2012-07-30,70.51,613,30.07.2012,Sunny,0.0,28,25,05:58:00,20:22:00,18:7:00,2:52:00,15,76,1008
2012-07-31,70.2,610,31.07.2012,Sunny,0.68,28,25,05:59:00,20:21:00,18:55:00,3:58:00,25,72,1009
2012-08-01,69.86,607,08.01.2012,Overcast,1.99,8,5,08:29:00,17:52:00,17:16:00,7:32:00,23,87,1009
2012-08-02,69.61,605,08.02.2012,Overcast,0.58,4,2,08:08:00,18:29:00,19:26:00,8:0:00,48,83,1020
2012-08-03,69.16,601,08.03.2012,Partly cloudy,0.77,7,4,07:27:00,19:3:00,19:27:00,6:59:00,11,75,1025
2012-08-04,68.8,598,08.04.2012,Sunny,6.66,16,11,06:36:00,19:37:00,22:1:00,7:16:00,20,72,998
2012-08-05,68.5,595,08.05.2012,Sunny,0.0,21,15,05:54:00,20:8:00,23:1:00,7:40:00,11,71,1014
2012-08-06,68.19,592,08.06.2012,Sunny,0.0,23,19,05:32:00,20:35:00,23:46:00,9:51:00,12,66,1015
2012-08-07,67.83,589,08.07.2012,Sunny,0.06,27,24,05:40:00,20:38:00,23:13:00,10:49:00,17,74,1008
2012-08-08,67.52,587,08.08.2012,Sunny,0.29,28,24,06:07:00,20:12:00,23:10:00,0:37:00,22,71,1013
2012-08-09,67.18,584,08.09.2012,Sunny,0.0,23,21,06:38:00,19:25:00,23:50:00,14:7:00,31,64,1017
2012-08-10,66.77,580,08.10.2012,Sunny,0.51,22,18,07:08:00,18:34:00,,14:13:00,24,68,1011
2012-08-11,66.37,577,08.11.2012,Overcast,1.42,15,15,07:44:00,17:52:00,1:16:00,14:24:00,37,74,1019
2012-08-12,66.01,573,08.12.2012,Sunny,0.38,11,7,08:16:00,17:36:00,2:16:00,13:56:00,14,66,1017
2012-08-13,66.03,574,13.08.2012,Sunny,0.0,26,22,06:12:00,20:5:00,1:58:00,17:3:00,9,56,1013
2012-08-14,65.77,571,14.08.2012,Sunny,0.0,27,23,06:13:00,20:4:00,2:52:00,17:46:00,9,54,1013
2012-08-15,65.46,569,15.08.2012,Sunny,0.0,28,25,06:14:00,20:2:00,3:51:00,18:24:00,10,56,1012
2012-08-16,65.13,566,16.08.2012,Sunny,0.0,28,25,06:15:00,20:1:00,4:54:00,18:59:00,13,55,1012
2012-08-17,64.82,563,17.08.2012,Sunny,0.0,28,24,06:16:00,20:0:00,5:58:00,19:31:00,24,59,1015
2012-08-18,64.43,560,18.08.2012,Sunny,0.01,26,23,06:17:00,19:58:00,7:5:00,20:2:00,29,66,1016
2012-08-19,64.13,557,19.08.2012,Sunny,0.3,25,23,06:18:00,19:57:00,8:12:00,20:32:00,26,63,1019
2012-08-20,63.85,555,20.08.2012,Sunny,0.01,26,24,06:19:00,19:55:00,9:21:00,21:4:00,25,62,1019
2012-08-21,63.59,552,21.08.2012,Sunny,0.0,28,23,06:20:00,19:54:00,10:30:00,21:38:00,18,62,1017
2012-08-22,63.3,550,22.08.2012,Sunny,0.0,29,25,06:21:00,19:52:00,11:41:00,22:15:00,18,63,1017
2012-08-23,62.96,547,23.08.2012,Sunny,0.0,29,25,06:22:00,19:51:00,0:51:00,22:59:00,18,64,1015
2012-08-24,62.69,545,24.08.2012,Sunny,0.0,29,25,06:23:00,19:49:00,13:59:00,23:48:00,22,62,1013
2012-08-25,62.37,542,25.08.2012,Sunny,0.0,28,24,06:24:00,19:48:00,15:2:00,,22,72,1012
2012-08-26,62.06,539,26.08.2012,Sunny,0.0,28,24,06:25:00,19:46:00,16:0:00,12:45:00,15,79,1008
2012-08-27,61.72,536,27.08.2012,Sunny,0.0,27,23,06:26:00,19:45:00,16:50:00,1:47:00,14,80,1006
2012-08-28,61.63,535,28.08.2012,Cloudy,3.5,24,22,06:27:00,19:43:00,17:33:00,2:53:00,30,67,1014
2012-08-29,61.38,533,29.08.2012,Sunny,0.0,24,21,06:28:00,19:42:00,18:10:00,4:1:00,21,54,1019
